cve_id,stage,timestamp,input_length,input_words,output_length,output_words
CVE-2024-36492,analyzer,2025-07-13 09:05:02,2694,415,6918,885
CVE-2024-36495,analyzer,2025-07-13 09:05:22,6180,915,8653,1206
CVE-2024-36496,analyzer,2025-07-13 09:05:42,3181,494,4080,599
CVE-2024-36499,analyzer,2025-07-13 09:06:01,2779,424,8944,1264
CVE-2024-36500,analyzer,2025-07-13 09:06:16,8925,1267,3044,396
CVE-2024-36505,analyzer,2025-07-13 09:06:36,7144,1040,9173,1324
CVE-2024-36507,analyzer,2025-07-13 09:06:51,3978,615,4262,616
CVE-2024-36509,analyzer,2025-07-13 09:07:11,3563,537,8779,1248
CVE-2024-3651,analyzer,2025-07-13 09:07:30,3731,554,8811,1235
CVE-2024-36511,analyzer,2025-07-13 09:07:45,3624,548,3724,521
CVE-2024-36522,analyzer,2025-07-13 09:07:58,3081,457,3487,463
CVE-2024-36526,analyzer,2025-07-13 09:08:17,2200,362,8640,1224
CVE-2024-36533,analyzer,2025-07-13 09:08:36,8633,1213,32279,25
CVE-2024-36534,analyzer,2025-07-13 09:08:57,10496,1450,9035,1198
CVE-2024-36535,analyzer,2025-07-13 09:09:17,9075,1277,8686,1159
CVE-2024-36536,analyzer,2025-07-13 09:09:32,8867,1253,4573,609
CVE-2024-36537,analyzer,2025-07-13 09:09:48,9949,1396,5020,674
CVE-2024-36543,analyzer,2025-07-13 09:10:09,6684,983,9109,1288
CVE-2024-36556,analyzer,2025-07-13 09:10:28,3497,514,8676,1204
CVE-2024-3656,analyzer,2025-07-13 09:10:48,10359,1434,9133,1218
CVE-2024-36568,analyzer,2025-07-13 09:11:07,3518,537,9079,1294
CVE-2024-36575,analyzer,2025-07-13 09:11:27,4629,672,9341,1322
CVE-2024-36581,analyzer,2025-07-13 09:11:45,4029,549,9027,1271
CVE-2024-36586,analyzer,2025-07-13 09:12:05,8325,1178,3624,488
CVE-2024-36587,analyzer,2025-07-13 09:12:21,7597,1072,5151,678
CVE-2024-3659,analyzer,2025-07-13 09:12:40,4071,616,9249,1311
CVE-2024-36604,analyzer,2025-07-13 09:13:00,9838,1360,9155,1231
CVE-2024-36611,analyzer,2025-07-13 09:13:22,8717,1235,9129,1281
CVE-2024-36612,analyzer,2025-07-13 09:13:46,4675,716,9100,1290
CVE-2024-36622,analyzer,2025-07-13 09:14:07,5192,758,9029,1272
CVE-2024-36676,analyzer,2025-07-13 09:14:28,8647,1233,8821,1224
CVE-2024-36679,analyzer,2025-07-13 09:14:43,4846,732,3475,491
CVE-2024-36694,analyzer,2025-07-13 09:15:02,4854,702,9173,1281
CVE-2024-36734,analyzer,2025-07-13 09:15:21,2309,373,8590,1244
CVE-2024-36737,analyzer,2025-07-13 09:15:41,2360,379,9033,1282
CVE-2024-36740,analyzer,2025-07-13 09:16:00,2009,336,8608,1251
CVE-2024-36742,analyzer,2025-07-13 09:16:23,2064,327,8556,1220
CVE-2024-36743,analyzer,2025-07-13 09:16:43,1889,310,8783,1248
CVE-2024-36745,analyzer,2025-07-13 09:16:59,2079,328,3877,527
CVE-2024-36760,analyzer,2025-07-13 09:17:18,2080,326,8701,1241
CVE-2024-36761,analyzer,2025-07-13 09:17:32,4548,668,4987,701
CVE-2024-36782,analyzer,2025-07-13 09:17:51,2153,345,8962,1229
CVE-2024-36783,analyzer,2025-07-13 09:18:10,2476,382,8983,1289
CVE-2024-36788,analyzer,2025-07-13 09:18:28,3206,481,8941,1270
CVE-2024-3679,analyzer,2025-07-13 09:18:48,3422,514,9264,1308
CVE-2024-36795,analyzer,2025-07-13 09:19:03,9002,1264,4275,580
CVE-2024-36829,analyzer,2025-07-13 09:19:16,6701,964,3543,498
CVE-2024-36842,analyzer,2025-07-13 09:19:36,2413,380,8935,1259
CVE-2024-36961,analyzer,2025-07-13 09:19:56,5825,854,8418,1168
CVE-2024-36970,analyzer,2025-07-13 09:20:17,2630,423,8651,1215
CVE-2024-36976,analyzer,2025-07-13 09:20:38,4603,684,7194,978
CVE-2024-36983,analyzer,2025-07-13 09:20:58,5057,738,8845,1254
CVE-2024-36986,analyzer,2025-07-13 09:21:14,11347,1585,5789,695
CVE-2024-36989,analyzer,2025-07-13 09:21:34,4797,711,9043,1260
CVE-2024-3699,analyzer,2025-07-13 09:21:53,4707,731,8973,1246
CVE-2024-3700,analyzer,2025-07-13 09:22:12,4624,720,8632,1227
CVE-2024-37000,analyzer,2025-07-13 09:22:29,9592,1433,8806,1209
CVE-2024-37006,analyzer,2025-07-13 09:22:46,9458,1407,8951,1236
CVE-2024-37019,analyzer,2025-07-13 09:23:00,8248,1203,3100,423
CVE-2024-37023,analyzer,2025-07-13 09:23:17,3200,481,5940,828
CVE-2024-37026,analyzer,2025-07-13 09:23:38,4225,672,8870,1249
CVE-2024-37027,analyzer,2025-07-13 09:24:05,3576,535,8730,1235
CVE-2024-37028,analyzer,2025-07-13 09:24:24,2275,362,9165,1303
CVE-2024-37036,analyzer,2025-07-13 09:24:39,6789,991,3988,544
CVE-2024-37085,analyzer,2025-07-13 09:24:59,13058,1836,9225,1236
CVE-2024-37091,analyzer,2025-07-13 09:25:18,4429,650,9140,1287
CVE-2024-37107,analyzer,2025-07-13 09:25:33,8123,1140,3741,508
CVE-2024-37110,analyzer,2025-07-13 09:25:53,3174,488,9184,1317
CVE-2024-37113,analyzer,2025-07-13 09:26:18,3042,468,9265,1328
CVE-2024-37115,analyzer,2025-07-13 09:26:38,3040,460,9175,1298
CVE-2024-37125,analyzer,2025-07-13 09:26:54,3833,552,5040,692
CVE-2024-37126,analyzer,2025-07-13 09:27:15,8533,1195,9022,1255
CVE-2024-37127,analyzer,2025-07-13 09:27:40,8231,1153,8846,1260
CVE-2024-37133,analyzer,2025-07-13 09:27:57,8400,1175,5415,666
CVE-2024-37142,analyzer,2025-07-13 09:28:17,8262,1163,9167,1231
CVE-2024-37147,analyzer,2025-07-13 09:28:37,3537,547,9207,1290
CVE-2024-37150,analyzer,2025-07-13 09:28:51,6432,971,3826,543
CVE-2024-37152,analyzer,2025-07-13 09:29:10,8645,1246,9074,1257
CVE-2024-37153,analyzer,2025-07-13 09:29:27,5744,916,5099,717
CVE-2024-37154,analyzer,2025-07-13 09:29:46,4092,625,8949,1258
CVE-2024-37155,analyzer,2025-07-13 09:30:03,10218,1459,5249,720
CVE-2024-37159,analyzer,2025-07-13 09:30:17,3175,468,4231,544
CVE-2024-3716,analyzer,2025-07-13 09:30:37,3893,589,8460,1188
CVE-2024-37167,analyzer,2025-07-13 09:30:55,5192,782,8941,1242
CVE-2024-37180,analyzer,2025-07-13 09:31:20,6551,956,8858,1209
CVE-2024-37182,analyzer,2025-07-13 09:31:38,8332,1188,6928,913
CVE-2024-37184,analyzer,2025-07-13 09:31:53,3609,522,4949,692
CVE-2024-37186,analyzer,2025-07-13 09:32:13,5235,738,9232,1310
CVE-2024-37202,analyzer,2025-07-13 09:32:33,7271,1048,9125,1279
CVE-2024-37213,analyzer,2025-07-13 09:32:51,3438,538,8880,1241
CVE-2024-37214,analyzer,2025-07-13 09:33:06,7557,1091,3891,535
CVE-2024-37233,analyzer,2025-07-13 09:33:27,7276,1056,9294,1210
CVE-2024-37253,analyzer,2025-07-13 09:33:46,3288,502,9238,1287
CVE-2024-37279,analyzer,2025-07-13 09:34:06,2768,422,9198,1287
CVE-2024-37281,analyzer,2025-07-13 09:34:28,2988,472,9094,1273
CVE-2024-37282,analyzer,2025-07-13 09:34:44,8122,1151,5704,727
CVE-2024-37289,analyzer,2025-07-13 09:35:03,14257,2038,6990,941
CVE-2024-37299,analyzer,2025-07-13 09:35:23,3192,474,9028,1291
CVE-2024-37305,analyzer,2025-07-13 09:35:43,5335,801,8732,1249
CVE-2024-37307,analyzer,2025-07-13 09:36:03,4905,741,8577,1195
CVE-2024-37312,analyzer,2025-07-13 09:36:23,8857,1272,9469,1281
CVE-2024-37313,analyzer,2025-07-13 09:36:42,4701,693,8952,1230
CVE-2024-37314,analyzer,2025-07-13 09:36:57,5278,822,4066,578
CVE-2024-37315,analyzer,2025-07-13 09:37:17,5092,768,9046,1262
CVE-2024-37317,analyzer,2025-07-13 09:37:34,5140,807,5769,809
CVE-2024-37325,analyzer,2025-07-13 09:37:54,7288,1040,9403,1318
CVE-2024-37341,analyzer,2025-07-13 09:38:13,7534,1079,9338,1276
CVE-2024-37346,analyzer,2025-07-13 09:38:31,14304,2090,9167,1239
CVE-2024-37355,analyzer,2025-07-13 09:38:51,12339,1739,9076,1229
CVE-2024-37357,analyzer,2025-07-13 09:39:10,3979,595,8565,1228
CVE-2024-37358,analyzer,2025-07-13 09:39:23,2427,376,3639,498
CVE-2024-37364,analyzer,2025-07-13 09:39:43,5942,910,8869,1244
CVE-2024-37365,analyzer,2025-07-13 09:40:07,9210,1313,8043,1109
CVE-2024-37367,analyzer,2025-07-13 09:40:26,6345,926,8852,1242
CVE-2024-37368,analyzer,2025-07-13 09:40:46,6469,958,8633,1211
CVE-2024-37370,analyzer,2025-07-13 09:41:01,4664,695,4336,585
CVE-2024-37373,analyzer,2025-07-13 09:41:21,2358,377,9091,1297
CVE-2024-37377,analyzer,2025-07-13 09:41:40,2171,352,8825,1268
CVE-2024-37385,analyzer,2025-07-13 09:41:59,5671,799,9039,1275
CVE-2024-37386,analyzer,2025-07-13 09:42:19,3296,496,8777,1232
CVE-2024-37393,analyzer,2025-07-13 09:42:38,6073,839,9090,1271
CVE-2024-37400,analyzer,2025-07-13 09:42:58,2076,345,8658,1239
CVE-2024-37406,analyzer,2025-07-13 09:43:11,2413,392,3505,502
CVE-2024-37408,analyzer,2025-07-13 09:43:30,6387,944,8805,1248
CVE-2024-37442,analyzer,2025-07-13 09:43:42,11463,1673,4475,582
CVE-2024-37455,analyzer,2025-07-13 09:44:01,8196,1153,8916,1228
CVE-2024-37484,analyzer,2025-07-13 09:44:16,7994,1123,3895,521
CVE-2024-37498,analyzer,2025-07-13 09:44:37,3019,468,9087,1290
CVE-2024-37504,analyzer,2025-07-13 09:44:56,3191,497,9029,1283
CVE-2024-37535,analyzer,2025-07-13 09:45:11,4696,702,4302,603
CVE-2024-3754,analyzer,2025-07-13 09:45:32,9047,1285,9516,1331
CVE-2024-37560,analyzer,2025-07-13 09:45:48,7896,1123,4518,590
CVE-2024-37566,analyzer,2025-07-13 09:46:07,6089,881,9153,1278
CVE-2024-37567,analyzer,2025-07-13 09:46:26,6024,875,9411,1295
CVE-2024-37568,analyzer,2025-07-13 09:46:42,5983,919,5784,792
CVE-2024-37569,analyzer,2025-07-13 09:47:01,3052,468,9205,1323
CVE-2024-37570,analyzer,2025-07-13 09:47:21,3335,507,9083,1301
CVE-2024-37606,analyzer,2025-07-13 09:47:40,4733,717,8516,1233
CVE-2024-37630,analyzer,2025-07-13 09:47:53,2680,434,3035,429
CVE-2024-37637,analyzer,2025-07-13 09:48:13,4744,632,9049,1252
CVE-2024-37642,analyzer,2025-07-13 09:48:33,3357,508,8993,1267
CVE-2024-37665,analyzer,2025-07-13 09:48:49,14562,2059,5303,731
CVE-2024-37676,analyzer,2025-07-13 09:49:08,3647,566,8447,1192
CVE-2024-37677,analyzer,2025-07-13 09:49:27,4319,623,9153,1292
CVE-2024-37678,analyzer,2025-07-13 09:49:47,4598,695,9180,1311
CVE-2024-37726,analyzer,2025-07-13 09:50:01,9149,1292,3866,513
CVE-2024-37742,analyzer,2025-07-13 09:50:21,8624,1276,8898,1271
CVE-2024-37758,analyzer,2025-07-13 09:50:40,13246,1832,9213,1259
CVE-2024-37759,analyzer,2025-07-13 09:50:54,5839,791,4188,570
CVE-2024-37767,analyzer,2025-07-13 09:51:12,9801,1372,6909,894
CVE-2024-37773,analyzer,2025-07-13 09:51:32,5573,805,8881,1231
CVE-2024-37782,analyzer,2025-07-13 09:51:46,5057,741,3556,513
CVE-2024-37794,analyzer,2025-07-13 09:52:06,5183,784,9030,1300
CVE-2024-37816,analyzer,2025-07-13 09:52:24,3582,529,9142,1272
CVE-2024-37858,analyzer,2025-07-13 09:52:37,8015,1137,2565,345
CVE-2024-37860,analyzer,2025-07-13 09:52:55,6072,909,8871,1208
CVE-2024-37862,analyzer,2025-07-13 09:53:13,4294,615,8622,1226
CVE-2024-37882,analyzer,2025-07-13 09:53:33,10045,1425,8864,1239
CVE-2024-37883,analyzer,2025-07-13 09:53:52,4383,675,9269,1317
CVE-2024-37884,analyzer,2025-07-13 09:54:12,8885,1288,9168,1311
CVE-2024-37885,analyzer,2025-07-13 09:54:36,3324,488,8930,1239
CVE-2024-37887,analyzer,2025-07-13 09:54:55,4293,645,9335,1323
CVE-2024-37889,analyzer,2025-07-13 09:55:14,4304,635,9432,1258
CVE-2024-37893,analyzer,2025-07-13 09:55:34,5213,772,9149,1296
CVE-2024-37895,analyzer,2025-07-13 09:55:52,3847,608,9242,1322
CVE-2024-37897,analyzer,2025-07-13 09:56:10,4351,672,9087,1284
CVE-2024-37904,analyzer,2025-07-13 09:56:30,5617,875,9001,1297
CVE-2024-37905,analyzer,2025-07-13 09:56:49,9818,1377,9072,1237
CVE-2024-37917,analyzer,2025-07-13 09:57:09,3210,481,8167,1115
CVE-2024-37924,analyzer,2025-07-13 09:57:28,3068,468,9026,1254
CVE-2024-37927,analyzer,2025-07-13 09:57:48,8001,1120,8814,1204
CVE-2024-37930,analyzer,2025-07-13 09:58:08,7121,1017,9117,1264
CVE-2024-37952,analyzer,2025-07-13 09:58:23,8778,1226,4417,598
CVE-2024-37965,analyzer,2025-07-13 09:58:43,7534,1079,9457,1301
CVE-2024-37980,analyzer,2025-07-13 09:59:05,7534,1079,9350,1267
CVE-2024-37991,analyzer,2025-07-13 09:59:24,4426,633,8772,1215
CVE-2024-37993,analyzer,2025-07-13 09:59:40,5030,709,3970,536
CVE-2024-38014,analyzer,2025-07-13 09:59:59,9025,1280,8999,1273
CVE-2024-38015,analyzer,2025-07-13 10:00:18,2386,373,9654,1337
CVE-2024-38016,analyzer,2025-07-13 10:00:37,2339,375,9561,1279
CVE-2024-38017,analyzer,2025-07-13 10:00:49,2174,332,2605,361
CVE-2024-38020,analyzer,2025-07-13 10:01:14,2317,366,9085,1264
CVE-2024-38021,analyzer,2025-07-13 10:01:34,2220,361,9519,1328
CVE-2024-38027,analyzer,2025-07-13 10:01:49,2084,337,4835,646
CVE-2024-38030,analyzer,2025-07-13 10:02:02,2222,352,2988,406
CVE-2024-38031,analyzer,2025-07-13 10:02:22,2051,331,9403,1290
CVE-2024-38033,analyzer,2025-07-13 10:02:36,7314,1049,3152,441
CVE-2024-38041,analyzer,2025-07-13 10:02:59,2224,348,9118,1304
CVE-2024-38043,analyzer,2025-07-13 10:03:17,7299,1047,7562,1020
CVE-2024-38046,analyzer,2025-07-13 10:03:36,7316,1049,2501,306
CVE-2024-38047,analyzer,2025-07-13 10:03:54,7316,1049,9076,1300
CVE-2024-38052,analyzer,2025-07-13 10:04:13,7531,1071,9014,1272
CVE-2024-38055,analyzer,2025-07-13 10:04:32,2123,340,9236,1320
CVE-2024-38058,analyzer,2025-07-13 10:04:51,2164,351,9226,1277
CVE-2024-38061,analyzer,2025-07-13 10:05:11,7354,1052,9243,1280
CVE-2024-38067,analyzer,2025-07-13 10:05:31,2051,331,9112,1287
CVE-2024-38068,analyzer,2025-07-13 10:05:51,2051,331,9253,1323
CVE-2024-38070,analyzer,2025-07-13 10:06:06,2028,331,3434,473
CVE-2024-38089,analyzer,2025-07-13 10:06:31,7462,1069,8846,1240
CVE-2024-38092,analyzer,2025-07-13 10:06:50,7341,1055,9349,1290
CVE-2024-38095,analyzer,2025-07-13 10:07:09,2066,334,9422,1320
CVE-2024-38099,analyzer,2025-07-13 10:07:29,2209,357,9504,1372
CVE-2024-38100,analyzer,2025-07-13 10:07:54,7421,1059,9438,1300
CVE-2024-38104,analyzer,2025-07-13 10:08:07,2283,363,2075,299
CVE-2024-38105,analyzer,2025-07-13 10:08:26,2146,359,8664,1254
CVE-2024-38124,analyzer,2025-07-13 10:08:39,7273,1035,2167,293
CVE-2024-38129,analyzer,2025-07-13 10:08:52,7384,1053,2800,391
CVE-2024-38139,analyzer,2025-07-13 10:09:13,11362,1602,9253,1262
CVE-2024-38149,analyzer,2025-07-13 10:09:35,1944,309,8983,1255
CVE-2024-38162,analyzer,2025-07-13 10:09:49,7530,1075,4374,588
CVE-2024-38163,analyzer,2025-07-13 10:10:02,7483,1067,2792,389
CVE-2024-38164,analyzer,2025-07-13 10:10:23,11575,1639,8818,1215
CVE-2024-38168,analyzer,2025-07-13 10:10:42,2066,334,9330,1306
CVE-2024-38175,analyzer,2025-07-13 10:11:02,11295,1588,9136,1205
CVE-2024-38178,analyzer,2025-07-13 10:11:14,2084,338,2187,295
CVE-2024-38180,analyzer,2025-07-13 10:11:34,2342,374,9503,1333
CVE-2024-38183,analyzer,2025-07-13 10:11:54,11575,1639,8984,1272
CVE-2024-38189,analyzer,2025-07-13 10:12:13,2023,331,9081,1280
CVE-2024-38194,analyzer,2025-07-13 10:12:34,11390,1607,8881,1238
CVE-2024-38195,analyzer,2025-07-13 10:12:50,3440,531,3756,514
CVE-2024-38196,analyzer,2025-07-13 10:13:09,7652,1085,6820,828
CVE-2024-3820,analyzer,2025-07-13 10:13:26,14222,2071,9352,1248
CVE-2024-38200,analyzer,2025-07-13 10:13:50,2244,358,9323,1257
CVE-2024-38201,analyzer,2025-07-13 10:14:09,7424,1065,9379,1296
CVE-2024-38202,analyzer,2025-07-13 10:14:25,8846,1251,5403,742
CVE-2024-38203,analyzer,2025-07-13 10:14:42,2016,324,2492,345
CVE-2024-38204,analyzer,2025-07-13 10:15:00,11259,1590,6941,962
CVE-2024-3821,analyzer,2025-07-13 10:15:20,4064,591,9101,1265
CVE-2024-38213,analyzer,2025-07-13 10:15:39,2286,371,9321,1297
CVE-2024-38216,analyzer,2025-07-13 10:16:05,7424,1065,9216,1213
CVE-2024-38217,analyzer,2025-07-13 10:16:25,6817,986,8811,1163
CVE-2024-38218,analyzer,2025-07-13 10:16:41,1904,321,4945,703
CVE-2024-38220,analyzer,2025-07-13 10:16:55,7424,1065,3801,510
CVE-2024-38223,analyzer,2025-07-13 10:17:07,7415,1049,2251,317
CVE-2024-38225,analyzer,2025-07-13 10:17:26,7591,1089,9274,1283
CVE-2024-38226,analyzer,2025-07-13 10:17:46,2294,375,9418,1311
CVE-2024-38227,analyzer,2025-07-13 10:18:06,2299,369,9850,1322
CVE-2024-38228,analyzer,2025-07-13 10:18:25,2299,369,9736,1342
CVE-2024-38230,analyzer,2025-07-13 10:18:37,2244,361,2014,241
CVE-2024-38231,analyzer,2025-07-13 10:18:57,2209,357,9551,1316
CVE-2024-38234,analyzer,2025-07-13 10:19:18,2093,335,9308,1316
CVE-2024-38236,analyzer,2025-07-13 10:19:39,2142,352,8663,1226
CVE-2024-38241,analyzer,2025-07-13 10:19:58,7511,1067,6030,832
CVE-2024-38243,analyzer,2025-07-13 10:20:13,7511,1067,3033,416
CVE-2024-38244,analyzer,2025-07-13 10:20:33,7511,1067,9269,1288
CVE-2024-38245,analyzer,2025-07-13 10:20:50,7511,1067,5115,640
CVE-2024-3826,analyzer,2025-07-13 10:21:09,2004,317,9129,1258
CVE-2024-38261,analyzer,2025-07-13 10:21:31,2677,418,8541,1236
CVE-2024-38265,analyzer,2025-07-13 10:21:46,21732,3131,6296,743
CVE-2024-38266,analyzer,2025-07-13 10:22:06,8476,1206,8929,1196
CVE-2024-38267,analyzer,2025-07-13 10:22:27,8488,1202,8622,1198
CVE-2024-38268,analyzer,2025-07-13 10:22:48,8542,1213,9293,1291
CVE-2024-38269,analyzer,2025-07-13 10:23:08,8406,1191,9259,1245
CVE-2024-38273,analyzer,2025-07-13 10:23:29,8006,1113,8773,1215
CVE-2024-38274,analyzer,2025-07-13 10:23:45,7402,1063,8862,1250
CVE-2024-38279,analyzer,2025-07-13 10:24:03,6993,1018,9130,1271
CVE-2024-38282,analyzer,2025-07-13 10:24:19,3336,518,5783,683
CVE-2024-38283,analyzer,2025-07-13 10:24:38,2472,383,9014,1223
CVE-2024-38287,analyzer,2025-07-13 10:24:57,5133,755,8837,1286
CVE-2024-38288,analyzer,2025-07-13 10:25:17,10209,1430,9293,1334
CVE-2024-38289,analyzer,2025-07-13 10:25:32,5945,871,4560,655
CVE-2024-3829,analyzer,2025-07-13 10:25:52,5438,818,8872,1274
CVE-2024-38290,analyzer,2025-07-13 10:26:14,2309,365,9183,1291
CVE-2024-38291,analyzer,2025-07-13 10:26:35,8358,1152,8473,1110
CVE-2024-38301,analyzer,2025-07-13 10:26:59,7292,1062,8974,1268
CVE-2024-38302,analyzer,2025-07-13 10:27:16,3038,433,5238,709
CVE-2024-38303,analyzer,2025-07-13 10:27:34,9893,1436,8915,1252
CVE-2024-38307,analyzer,2025-07-13 10:27:54,4124,560,9094,1291
CVE-2024-38310,analyzer,2025-07-13 10:28:15,12347,1739,8873,1229
CVE-2024-38311,analyzer,2025-07-13 10:28:31,10011,1423,9017,1262
CVE-2024-38325,analyzer,2025-07-13 10:28:50,3855,537,8997,1255
CVE-2024-38346,analyzer,2025-07-13 10:29:09,5497,803,8757,1228
CVE-2024-38351,analyzer,2025-07-13 10:29:23,8422,1241,5054,643
CVE-2024-38353,analyzer,2025-07-13 10:29:40,10049,1477,5491,755
CVE-2024-38355,analyzer,2025-07-13 10:29:59,5299,783,9006,1268
CVE-2024-38358,analyzer,2025-07-13 10:30:16,5170,790,7062,945
CVE-2024-38359,analyzer,2025-07-13 10:30:33,5338,830,4009,551
CVE-2024-38360,analyzer,2025-07-13 10:30:53,3683,553,9402,1331
CVE-2024-38365,analyzer,2025-07-13 10:31:12,7498,1117,9217,1222
CVE-2024-38366,analyzer,2025-07-13 10:31:29,8949,1314,4836,714
CVE-2024-38370,analyzer,2025-07-13 10:31:48,3230,509,9354,1343
CVE-2024-38371,analyzer,2025-07-13 10:32:07,10211,1467,9087,1285
CVE-2024-38374,analyzer,2025-07-13 10:32:24,5912,860,6144,852
CVE-2024-38384,analyzer,2025-07-13 10:32:44,4754,690,8636,1208
CVE-2024-38406,analyzer,2025-07-13 10:32:58,1863,314,3603,454
CVE-2024-38407,analyzer,2025-07-13 10:33:16,1844,307,8890,1278
CVE-2024-38408,analyzer,2025-07-13 10:33:36,2003,326,9464,1287
CVE-2024-38413,analyzer,2025-07-13 10:33:56,1630,275,8433,1227
CVE-2024-38418,analyzer,2025-07-13 10:34:14,1725,298,8603,1248
CVE-2024-38420,analyzer,2025-07-13 10:34:34,1791,289,8726,1252
CVE-2024-38422,analyzer,2025-07-13 10:34:52,1684,281,8922,1289
CVE-2024-38425,analyzer,2025-07-13 10:35:11,2053,319,9526,1340
CVE-2024-38426,analyzer,2025-07-13 10:35:31,6134,899,9072,1266
CVE-2024-38433,analyzer,2025-07-13 10:35:50,6675,982,9228,1267
CVE-2024-38439,analyzer,2025-07-13 10:36:10,4936,739,8272,1166
CVE-2024-38440,analyzer,2025-07-13 10:36:27,12463,1882,8816,1184
CVE-2024-38441,analyzer,2025-07-13 10:36:44,4543,680,5230,667
CVE-2024-38448,analyzer,2025-07-13 10:36:58,4553,690,3723,517
CVE-2024-38460,analyzer,2025-07-13 10:37:13,4206,673,4520,669
CVE-2024-38466,analyzer,2025-07-13 10:37:28,1943,316,4421,632
CVE-2024-38467,analyzer,2025-07-13 10:37:47,1949,296,9007,1233
CVE-2024-38472,analyzer,2025-07-13 10:38:06,5397,809,5965,854
CVE-2024-38476,analyzer,2025-07-13 10:38:22,6180,900,4714,581
CVE-2024-38479,analyzer,2025-07-13 10:38:39,9211,1333,9314,1330
CVE-2024-38483,analyzer,2025-07-13 10:38:51,9936,1454,3853,486
CVE-2024-38486,analyzer,2025-07-13 10:39:10,5055,761,9155,1307
CVE-2024-38492,analyzer,2025-07-13 10:39:25,2216,358,4208,602
CVE-2024-38499,analyzer,2025-07-13 10:39:44,3514,538,8623,1189
CVE-2024-38514,analyzer,2025-07-13 10:40:03,5414,808,8842,1255
CVE-2024-38518,analyzer,2025-07-13 10:40:20,9237,1346,5284,756
CVE-2024-38519,analyzer,2025-07-13 10:40:40,7521,1123,9010,1295
CVE-2024-38520,analyzer,2025-07-13 10:41:00,5409,823,8978,1250
CVE-2024-38523,analyzer,2025-07-13 10:41:21,10050,1435,9033,1177
CVE-2024-38525,analyzer,2025-07-13 10:41:43,4549,693,8919,1282
CVE-2024-38528,analyzer,2025-07-13 10:42:04,3829,585,8913,1256
CVE-2024-38553,analyzer,2025-07-13 10:42:28,4379,659,8591,1179
CVE-2024-38554,analyzer,2025-07-13 10:42:42,7229,1036,6550,925
CVE-2024-38557,analyzer,2025-07-13 10:42:56,6545,921,3622,507
CVE-2024-38559,analyzer,2025-07-13 10:43:12,4895,742,5322,706
CVE-2024-38561,analyzer,2025-07-13 10:43:28,5544,806,8620,1212
CVE-2024-38575,analyzer,2025-07-13 10:43:45,9909,1484,8718,1240
CVE-2024-38578,analyzer,2025-07-13 10:44:04,19439,2743,8411,1194
CVE-2024-38582,analyzer,2025-07-13 10:44:24,6809,962,8880,1252
CVE-2024-38583,analyzer,2025-07-13 10:44:43,5581,849,8729,1247
CVE-2024-38588,analyzer,2025-07-13 10:45:04,9515,1188,8590,1200
CVE-2024-38589,analyzer,2025-07-13 10:45:25,5690,742,9013,1177
CVE-2024-38591,analyzer,2025-07-13 10:45:43,4768,722,6338,836
CVE-2024-38596,analyzer,2025-07-13 10:45:59,5661,745,4948,674
CVE-2024-38597,analyzer,2025-07-13 10:46:19,4577,652,9032,1231
CVE-2024-38600,analyzer,2025-07-13 10:46:38,5781,858,8428,1162
CVE-2024-38602,analyzer,2025-07-13 10:46:52,10712,1538,5655,814
CVE-2024-38610,analyzer,2025-07-13 10:47:13,11662,1699,8624,1183
CVE-2024-38616,analyzer,2025-07-13 10:47:30,5630,813,4543,643
CVE-2024-38621,analyzer,2025-07-13 10:47:50,5705,904,8613,1232
CVE-2024-38641,analyzer,2025-07-13 10:48:09,3572,545,9038,1275
CVE-2024-38644,analyzer,2025-07-13 10:48:31,3212,491,9170,1296
CVE-2024-38647,analyzer,2025-07-13 10:48:50,3098,471,9469,1352
CVE-2024-38650,analyzer,2025-07-13 10:49:05,6756,983,4297,600
CVE-2024-38660,analyzer,2025-07-13 10:49:20,9473,1326,4058,536
CVE-2024-38667,analyzer,2025-07-13 10:49:35,6137,906,4807,674
CVE-2024-38700,analyzer,2025-07-13 10:49:53,3338,516,8878,1255
CVE-2024-38734,analyzer,2025-07-13 10:50:14,3772,577,8575,1202
CVE-2024-38736,analyzer,2025-07-13 10:50:29,3208,486,3788,537
CVE-2024-38742,analyzer,2025-07-13 10:50:48,3860,592,8927,1264
CVE-2024-38744,analyzer,2025-07-13 10:51:08,7195,1039,9074,1272
CVE-2024-38746,analyzer,2025-07-13 10:51:29,2822,431,9137,1309
CVE-2024-38747,analyzer,2025-07-13 10:51:48,2874,419,9027,1253
CVE-2024-38749,analyzer,2025-07-13 10:52:10,3070,470,9182,1294
CVE-2024-38756,analyzer,2025-07-13 10:52:35,4008,589,9127,1284
CVE-2024-38760,analyzer,2025-07-13 10:52:54,3117,474,9346,1272
CVE-2024-38761,analyzer,2025-07-13 10:53:08,3118,475,4600,609
CVE-2024-38770,analyzer,2025-07-13 10:53:28,12225,1711,8694,1196
CVE-2024-38775,analyzer,2025-07-13 10:53:48,8511,1203,8708,1192
CVE-2024-38776,analyzer,2025-07-13 10:54:03,3107,474,4219,522
CVE-2024-38787,analyzer,2025-07-13 10:54:22,3140,465,9005,1276
CVE-2024-38806,analyzer,2025-07-13 10:54:38,10499,1497,4492,619
CVE-2024-38808,analyzer,2025-07-13 10:54:56,4564,675,9043,1279
