cve_id,stage,timestamp,input_length,input_words,output_length,output_words
CVE-2024-10285,analyzer,2025-07-13 00:01:25,2985,451,3118,442
CVE-2024-10290,analyzer,2025-07-13 00:01:44,3877,563,9304,1323
CVE-2024-10311,analyzer,2025-07-13 00:02:04,12351,1728,8771,1189
CVE-2024-10312,analyzer,2025-07-13 00:02:16,11984,1723,4508,545
CVE-2024-10314,analyzer,2025-07-13 00:02:36,2037,333,8927,1244
CVE-2024-10316,analyzer,2025-07-13 00:02:55,4910,688,9259,1280
CVE-2024-10319,analyzer,2025-07-13 00:03:15,5029,736,9249,1244
CVE-2024-10321,analyzer,2025-07-13 00:03:36,2562,382,9240,1288
CVE-2024-10327,analyzer,2025-07-13 00:03:51,10306,1491,4663,616
CVE-2024-10329,analyzer,2025-07-13 00:04:11,4343,622,9123,1256
CVE-2024-10330,analyzer,2025-07-13 00:04:31,13962,1957,9009,1273
CVE-2024-10341,analyzer,2025-07-13 00:04:49,8930,1258,6982,973
CVE-2024-10344,analyzer,2025-07-13 00:05:01,2028,331,2451,329
CVE-2024-10345,analyzer,2025-07-13 00:05:20,2267,371,8988,1287
CVE-2024-10352,analyzer,2025-07-13 00:05:39,4876,705,8849,1227
CVE-2024-10353,analyzer,2025-07-13 00:05:59,5093,746,9326,1324
CVE-2024-10356,analyzer,2025-07-13 00:06:18,5057,702,9098,1266
CVE-2024-10357,analyzer,2025-07-13 00:06:39,4410,625,9388,1296
CVE-2024-10360,analyzer,2025-07-13 00:07:01,5456,754,9167,1258
CVE-2024-10361,analyzer,2025-07-13 00:07:19,17188,2572,9378,1278
CVE-2024-10362,analyzer,2025-07-13 00:07:33,9369,1315,3076,420
CVE-2024-10363,analyzer,2025-07-13 00:07:52,12665,1762,8984,1269
CVE-2024-10365,analyzer,2025-07-13 00:08:11,4982,696,9094,1267
CVE-2024-10366,analyzer,2025-07-13 00:08:26,6504,938,3754,510
CVE-2024-10389,analyzer,2025-07-13 00:08:40,4253,651,4345,614
CVE-2024-10393,analyzer,2025-07-13 00:08:59,4008,600,9225,1222
CVE-2024-10396,analyzer,2025-07-13 00:09:19,6645,1015,9002,1229
CVE-2024-10400,analyzer,2025-07-13 00:09:38,5216,785,9258,1326
CVE-2024-10428,analyzer,2025-07-13 00:09:58,4514,672,9136,1280
CVE-2024-10429,analyzer,2025-07-13 00:10:17,4898,720,8973,1260
CVE-2024-10435,analyzer,2025-07-13 00:10:36,5496,810,9299,1314
CVE-2024-10443,analyzer,2025-07-13 00:10:51,4745,703,4287,588
CVE-2024-10466,analyzer,2025-07-13 00:11:10,3029,486,8712,1239
CVE-2024-10468,analyzer,2025-07-13 00:11:23,3006,452,2671,360
CVE-2024-10474,analyzer,2025-07-13 00:11:42,2936,460,8862,1293
CVE-2024-10475,analyzer,2025-07-13 00:12:03,9686,1336,9078,1275
CVE-2024-10476,analyzer,2025-07-13 00:12:22,3671,555,8962,1165
CVE-2024-10481,analyzer,2025-07-13 00:12:38,2599,398,4131,581
CVE-2024-10488,analyzer,2025-07-13 00:12:50,2635,415,2260,336
CVE-2024-10491,analyzer,2025-07-13 00:13:04,6318,920,4694,639
CVE-2024-10498,analyzer,2025-07-13 00:13:20,3937,586,4891,694
CVE-2024-10511,analyzer,2025-07-13 00:13:40,7068,1022,9451,1316
CVE-2024-10540,analyzer,2025-07-13 00:14:01,3086,473,9481,1340
CVE-2024-10548,analyzer,2025-07-13 00:14:20,4823,693,9099,1292
CVE-2024-10549,analyzer,2025-07-13 00:14:38,2369,363,9046,1265
CVE-2024-10559,analyzer,2025-07-13 00:14:57,4085,652,8665,1258
CVE-2024-10572,analyzer,2025-07-13 00:15:17,2513,392,9046,1284
CVE-2024-10573,analyzer,2025-07-13 00:15:35,5849,896,8626,1253
CVE-2024-10578,analyzer,2025-07-13 00:15:49,3619,502,3758,515
CVE-2024-10584,analyzer,2025-07-13 00:16:08,4486,665,9157,1287
CVE-2024-10598,analyzer,2025-07-13 00:16:33,8737,1238,8900,1241
CVE-2024-10599,analyzer,2025-07-13 00:16:51,4289,643,8695,1174
CVE-2024-10620,analyzer,2025-07-13 00:17:12,9977,1412,9126,1254
CVE-2024-10624,analyzer,2025-07-13 00:17:32,2625,403,9113,1282
CVE-2024-10628,analyzer,2025-07-13 00:17:46,21594,3171,4156,560
CVE-2024-10630,analyzer,2025-07-13 00:18:02,2206,341,3889,491
CVE-2024-10631,analyzer,2025-07-13 00:18:25,4193,637,8971,1280
CVE-2024-10632,analyzer,2025-07-13 00:18:41,8835,1240,4209,607
CVE-2024-10634,analyzer,2025-07-13 00:18:59,9641,1392,8855,1250
CVE-2024-10635,analyzer,2025-07-13 00:19:18,14571,2205,8986,1286
CVE-2024-10639,analyzer,2025-07-13 00:19:35,10928,1597,8610,1215
CVE-2024-10645,analyzer,2025-07-13 00:19:55,4704,718,9148,1319
CVE-2024-10649,analyzer,2025-07-13 00:20:13,16008,2260,8951,1211
CVE-2024-10650,analyzer,2025-07-13 00:20:32,11869,1680,6606,914
CVE-2024-10654,analyzer,2025-07-13 00:20:52,9328,1350,9158,1287
CVE-2024-10677,analyzer,2025-07-13 00:21:11,3670,540,9041,1282
CVE-2024-10687,analyzer,2025-07-13 00:21:31,5650,837,9290,1331
CVE-2024-10697,analyzer,2025-07-13 00:21:50,4925,734,9096,1297
CVE-2024-10700,analyzer,2025-07-13 00:22:04,5254,774,2762,392
CVE-2024-10707,analyzer,2025-07-13 00:22:22,14416,2131,8904,1260
CVE-2024-10713,analyzer,2025-07-13 00:22:41,2702,422,8808,1256
CVE-2024-10714,analyzer,2025-07-13 00:22:56,2440,387,3585,487
CVE-2024-10718,analyzer,2025-07-13 00:23:12,4680,688,5710,780
CVE-2024-10729,analyzer,2025-07-13 00:23:28,10691,1493,4280,503
CVE-2024-10748,analyzer,2025-07-13 00:23:48,4373,662,8772,1227
CVE-2024-10752,analyzer,2025-07-13 00:24:00,4366,664,3200,463
CVE-2024-10764,analyzer,2025-07-13 00:24:14,3802,575,3414,480
CVE-2024-10765,analyzer,2025-07-13 00:24:34,4277,653,9602,1283
CVE-2024-10766,analyzer,2025-07-13 00:24:47,5142,780,3721,534
CVE-2024-10768,analyzer,2025-07-13 00:25:07,3384,522,9421,1334
CVE-2024-10773,analyzer,2025-07-13 00:25:26,2710,413,8738,1211
CVE-2024-10791,analyzer,2025-07-13 00:25:40,4451,672,4608,668
CVE-2024-10802,analyzer,2025-07-13 00:26:00,4085,587,9182,1286
CVE-2024-10805,analyzer,2025-07-13 00:26:18,5391,818,8003,1109
CVE-2024-10806,analyzer,2025-07-13 00:26:36,3032,478,9259,1327
CVE-2024-10807,analyzer,2025-07-13 00:26:55,4983,729,8785,1236
CVE-2024-10808,analyzer,2025-07-13 00:27:11,2754,442,4984,721
CVE-2024-10809,analyzer,2025-07-13 00:27:30,6008,888,8662,1252
CVE-2024-10810,analyzer,2025-07-13 00:27:55,4587,698,9424,1358
CVE-2024-10815,analyzer,2025-07-13 00:28:15,4446,593,8953,1273
CVE-2024-10818,analyzer,2025-07-13 00:28:30,4078,582,4077,595
CVE-2024-10819,analyzer,2025-07-13 00:28:50,2708,418,8766,1234
CVE-2024-10821,analyzer,2025-07-13 00:29:08,2494,388,8959,1256
CVE-2024-10826,analyzer,2025-07-13 00:29:32,2549,404,9172,1319
CVE-2024-10827,analyzer,2025-07-13 00:29:48,3131,482,4377,586
CVE-2024-10829,analyzer,2025-07-13 00:30:06,2649,396,8678,1219
CVE-2024-10833,analyzer,2025-07-13 00:30:26,2333,371,9061,1313
CVE-2024-10838,analyzer,2025-07-13 00:30:45,3804,571,8694,1250
CVE-2024-10840,analyzer,2025-07-13 00:31:04,2578,417,9366,1338
CVE-2024-10841,analyzer,2025-07-13 00:31:23,5740,840,9343,1329
CVE-2024-10842,analyzer,2025-07-13 00:31:43,2688,428,9333,1322
CVE-2024-10844,analyzer,2025-07-13 00:32:03,3774,584,9448,1353
CVE-2024-10845,analyzer,2025-07-13 00:32:22,4616,707,9558,1360
CVE-2024-10846,analyzer,2025-07-13 00:32:40,4173,610,9108,1290
CVE-2024-10856,analyzer,2025-07-13 00:33:01,5487,794,9260,1313
CVE-2024-10862,analyzer,2025-07-13 00:33:19,3983,612,6278,908
CVE-2024-10899,analyzer,2025-07-13 00:33:39,6682,911,9273,1299
CVE-2024-10902,analyzer,2025-07-13 00:33:55,2785,425,3950,550
CVE-2024-10907,analyzer,2025-07-13 00:34:15,2512,397,8632,1217
CVE-2024-10912,analyzer,2025-07-13 00:34:29,2430,397,3468,489
CVE-2024-10914,analyzer,2025-07-13 00:34:49,5519,822,8933,1263
CVE-2024-10915,analyzer,2025-07-13 00:35:09,3180,503,9232,1310
CVE-2024-10916,analyzer,2025-07-13 00:35:29,2794,443,9285,1322
CVE-2024-10919,analyzer,2025-07-13 00:35:47,3912,588,9248,1303
CVE-2024-10920,analyzer,2025-07-13 00:36:06,3958,604,8730,1237
CVE-2024-10921,analyzer,2025-07-13 00:36:26,3647,568,8636,1229
CVE-2024-10926,analyzer,2025-07-13 00:36:41,4230,659,4812,685
CVE-2024-10927,analyzer,2025-07-13 00:37:01,3031,490,9287,1322
CVE-2024-10928,analyzer,2025-07-13 00:37:20,4083,630,9105,1278
CVE-2024-10934,analyzer,2025-07-13 00:37:31,7662,1091,4183,533
CVE-2024-10935,analyzer,2025-07-13 00:37:51,2837,427,8910,1259
CVE-2024-10937,analyzer,2025-07-13 00:38:04,4469,633,3527,473
CVE-2024-1094,analyzer,2025-07-13 00:38:21,9999,1405,5375,660
CVE-2024-10944,analyzer,2025-07-13 00:38:39,7965,1132,5954,780
CVE-2024-10946,analyzer,2025-07-13 00:38:57,5361,766,6647,911
CVE-2024-10947,analyzer,2025-07-13 00:39:17,5237,728,9451,1347
CVE-2024-10950,analyzer,2025-07-13 00:39:36,3085,472,8891,1252
CVE-2024-10954,analyzer,2025-07-13 00:39:50,2609,420,3988,555
CVE-2024-10955,analyzer,2025-07-13 00:40:10,2483,382,9124,1233
CVE-2024-10956,analyzer,2025-07-13 00:40:24,6582,953,3140,425
CVE-2024-10963,analyzer,2025-07-13 00:40:40,4675,695,6926,957
CVE-2024-10964,analyzer,2025-07-13 00:40:59,5132,765,8924,1289
CVE-2024-10965,analyzer,2025-07-13 00:41:19,5163,796,9225,1288
CVE-2024-10966,analyzer,2025-07-13 00:41:39,4918,752,9262,1327
CVE-2024-10967,analyzer,2025-07-13 00:41:55,4419,667,5474,773
CVE-2024-10968,analyzer,2025-07-13 00:42:15,5455,824,9378,1332
CVE-2024-10969,analyzer,2025-07-13 00:42:34,5357,801,9646,1353
CVE-2024-10971,analyzer,2025-07-13 00:42:53,12072,1692,8268,1186
CVE-2024-10972,analyzer,2025-07-13 00:43:10,9268,1379,8348,1191
CVE-2024-10986,analyzer,2025-07-13 00:43:27,9740,1486,5081,712
CVE-2024-10987,analyzer,2025-07-13 00:43:46,4902,716,9416,1337
CVE-2024-10988,analyzer,2025-07-13 00:44:01,4662,701,4760,696
CVE-2024-10989,analyzer,2025-07-13 00:44:21,2887,457,9355,1341
CVE-2024-10990,analyzer,2025-07-13 00:44:45,5021,745,9325,1349
CVE-2024-10991,analyzer,2025-07-13 00:45:04,4128,630,9517,1367
CVE-2024-10993,analyzer,2025-07-13 00:45:21,3979,605,4665,661
CVE-2024-10994,analyzer,2025-07-13 00:45:39,3519,546,6809,990
CVE-2024-10995,analyzer,2025-07-13 00:45:53,4077,617,3232,471
CVE-2024-10996,analyzer,2025-07-13 00:46:13,5128,749,9177,1306
CVE-2024-10997,analyzer,2025-07-13 00:46:32,3736,572,9651,1336
CVE-2024-10998,analyzer,2025-07-13 00:46:52,3738,557,9480,1361
CVE-2024-10999,analyzer,2025-07-13 00:47:06,2764,444,3960,561
CVE-2024-11000,analyzer,2025-07-13 00:47:24,5664,842,6151,838
CVE-2024-11008,analyzer,2025-07-13 00:47:43,3232,483,9024,1265
CVE-2024-11009,analyzer,2025-07-13 00:47:59,5437,799,4464,629
CVE-2024-11010,analyzer,2025-07-13 00:48:16,4980,744,4248,592
CVE-2024-11013,analyzer,2025-07-13 00:48:35,2842,448,9199,1325
CVE-2024-11015,analyzer,2025-07-13 00:48:55,8735,1285,9135,1257
CVE-2024-11026,analyzer,2025-07-13 00:49:13,2896,467,8921,1215
CVE-2024-11031,analyzer,2025-07-13 00:49:30,2710,397,5869,823
CVE-2024-11033,analyzer,2025-07-13 00:49:52,2623,413,8984,1279
CVE-2024-11042,analyzer,2025-07-13 00:50:11,4650,692,9134,1334
CVE-2024-11043,analyzer,2025-07-13 00:50:31,2745,412,9225,1305
CVE-2024-11045,analyzer,2025-07-13 00:50:50,2516,375,8795,1238
CVE-2024-11046,analyzer,2025-07-13 00:51:15,5823,879,9326,1338
CVE-2024-11047,analyzer,2025-07-13 00:51:34,4832,733,8677,1234
CVE-2024-11048,analyzer,2025-07-13 00:51:53,3889,606,8878,1263
CVE-2024-11051,analyzer,2025-07-13 00:52:12,5009,732,9305,1327
CVE-2024-11054,analyzer,2025-07-13 00:52:30,2692,420,6517,918
CVE-2024-11055,analyzer,2025-07-13 00:52:49,5400,778,9416,1352
CVE-2024-11056,analyzer,2025-07-13 00:53:09,2503,396,8813,1248
CVE-2024-11057,analyzer,2025-07-13 00:53:33,4492,663,9344,1341
CVE-2024-11058,analyzer,2025-07-13 00:53:52,6050,927,9105,1298
CVE-2024-11059,analyzer,2025-07-13 00:54:17,4153,629,9467,1363
CVE-2024-11060,analyzer,2025-07-13 00:54:36,2954,463,9411,1342
CVE-2024-11061,analyzer,2025-07-13 00:54:49,2558,401,2910,412
CVE-2024-11067,analyzer,2025-07-13 00:55:09,3418,532,8763,1244
CVE-2024-11073,analyzer,2025-07-13 00:55:28,7584,1116,8653,1217
CVE-2024-11074,analyzer,2025-07-13 00:55:52,4532,687,9361,1364
CVE-2024-11076,analyzer,2025-07-13 00:56:10,4731,720,9237,1328
CVE-2024-11077,analyzer,2025-07-13 00:56:35,4928,738,9250,1343
CVE-2024-11079,analyzer,2025-07-13 00:56:56,5059,711,9085,1288
CVE-2024-11083,analyzer,2025-07-13 00:57:15,4223,611,9237,1288
CVE-2024-11087,analyzer,2025-07-13 00:57:31,6698,978,4317,577
CVE-2024-11088,analyzer,2025-07-13 00:57:47,9417,1340,9035,1238
CVE-2024-11089,analyzer,2025-07-13 00:58:06,4850,712,9151,1303
CVE-2024-11090,analyzer,2025-07-13 00:58:26,3019,461,9091,1262
CVE-2024-11096,analyzer,2025-07-13 00:58:44,4553,689,9381,1338
CVE-2024-11099,analyzer,2025-07-13 00:58:56,2535,410,2347,332
CVE-2024-11100,analyzer,2025-07-13 00:59:16,4153,642,9265,1320
CVE-2024-11101,analyzer,2025-07-13 00:59:35,4652,695,9352,1337
CVE-2024-11106,analyzer,2025-07-13 00:59:51,9739,1397,9359,1244
CVE-2024-11112,analyzer,2025-07-13 01:00:10,3359,528,8747,1249
CVE-2024-11113,analyzer,2025-07-13 01:00:30,3063,483,9180,1343
CVE-2024-11121,analyzer,2025-07-13 01:00:49,4735,713,9482,1356
CVE-2024-11122,analyzer,2025-07-13 01:01:08,4685,696,9152,1302
CVE-2024-11124,analyzer,2025-07-13 01:01:27,4240,630,9075,1271
CVE-2024-11127,analyzer,2025-07-13 01:01:40,2790,452,2490,351
CVE-2024-11128,analyzer,2025-07-13 01:01:56,3359,486,4716,630
CVE-2024-11135,analyzer,2025-07-13 01:02:16,2826,443,9097,1284
CVE-2024-11137,analyzer,2025-07-13 01:02:30,9718,1366,4153,581
CVE-2024-11138,analyzer,2025-07-13 01:02:55,2485,390,8716,1216
CVE-2024-11139,analyzer,2025-07-13 01:03:15,4359,638,8639,1231
CVE-2024-11140,analyzer,2025-07-13 01:03:36,9798,1324,9355,1296
CVE-2024-11141,analyzer,2025-07-13 01:03:57,3662,548,8958,1248
CVE-2024-11153,analyzer,2025-07-13 01:04:11,3598,530,3475,470
CVE-2024-11158,analyzer,2025-07-13 01:04:26,3028,474,3421,468
CVE-2024-11165,analyzer,2025-07-13 01:04:45,4815,721,9066,1282
CVE-2024-11167,analyzer,2025-07-13 01:05:04,8643,1255,9377,1232
CVE-2024-11171,analyzer,2025-07-13 01:05:18,16905,2531,5133,660
CVE-2024-11172,analyzer,2025-07-13 01:05:32,4051,602,2327,325
CVE-2024-11179,analyzer,2025-07-13 01:05:50,5132,749,5662,800
CVE-2024-11186,analyzer,2025-07-13 01:06:11,9728,1357,8833,1246
CVE-2024-11189,analyzer,2025-07-13 01:06:31,9631,1339,9126,1291
CVE-2024-11190,analyzer,2025-07-13 01:06:48,11613,1696,9192,1320
CVE-2024-11193,analyzer,2025-07-13 01:07:08,4613,684,9382,1352
CVE-2024-11197,analyzer,2025-07-13 01:07:23,4256,620,4781,679
CVE-2024-11206,analyzer,2025-07-13 01:07:39,2110,326,4503,593
CVE-2024-11209,analyzer,2025-07-13 01:08:00,8408,1219,8975,1238
CVE-2024-11211,analyzer,2025-07-13 01:08:15,2568,415,4218,518
CVE-2024-11212,analyzer,2025-07-13 01:08:34,4578,693,9413,1337
CVE-2024-11213,analyzer,2025-07-13 01:08:54,4866,741,9560,1374
CVE-2024-11214,analyzer,2025-07-13 01:09:13,6191,854,9237,1333
CVE-2024-11215,analyzer,2025-07-13 01:09:33,4105,621,9213,1329
CVE-2024-11218,analyzer,2025-07-13 01:09:52,2224,350,9177,1316
CVE-2024-11221,analyzer,2025-07-13 01:10:12,8968,1260,9161,1301
CVE-2024-11233,analyzer,2025-07-13 01:10:28,3009,459,3787,507
CVE-2024-11234,analyzer,2025-07-13 01:10:45,4324,638,3849,534
CVE-2024-11237,analyzer,2025-07-13 01:11:02,6193,933,5742,805
CVE-2024-11241,analyzer,2025-07-13 01:11:17,5322,814,2737,399
CVE-2024-11242,analyzer,2025-07-13 01:11:36,4430,665,9441,1351
CVE-2024-11244,analyzer,2025-07-13 01:11:48,4210,637,2619,368
CVE-2024-11245,analyzer,2025-07-13 01:12:01,3841,594,2720,380
CVE-2024-11248,analyzer,2025-07-13 01:12:20,2516,396,8834,1260
CVE-2024-11250,analyzer,2025-07-13 01:12:39,5619,819,9016,1268
CVE-2024-11251,analyzer,2025-07-13 01:12:59,5134,758,9518,1363
CVE-2024-11256,analyzer,2025-07-13 01:13:17,5858,800,9686,1295
CVE-2024-11257,analyzer,2025-07-13 01:13:37,5752,812,9122,1304
CVE-2024-11258,analyzer,2025-07-13 01:13:51,3759,566,3454,486
CVE-2024-11260,analyzer,2025-07-13 01:14:11,3037,471,9313,1329
CVE-2024-11261,analyzer,2025-07-13 01:14:28,5051,750,4820,603
CVE-2024-11262,analyzer,2025-07-13 01:14:47,4074,631,8965,1289
CVE-2024-11265,analyzer,2025-07-13 01:15:09,9886,1418,9221,1317
CVE-2024-11266,analyzer,2025-07-13 01:15:25,11634,1696,8750,1236
CVE-2024-11267,analyzer,2025-07-13 01:15:46,4222,602,9461,1360
CVE-2024-11268,analyzer,2025-07-13 01:15:57,9356,1393,3442,434
CVE-2024-11269,analyzer,2025-07-13 01:16:17,3748,559,9185,1320
CVE-2024-11275,analyzer,2025-07-13 01:16:37,4115,591,8905,1231
CVE-2024-11280,analyzer,2025-07-13 01:16:52,3207,471,4339,585
CVE-2024-11282,analyzer,2025-07-13 01:17:11,2428,372,9103,1279
CVE-2024-11283,analyzer,2025-07-13 01:17:31,6494,932,9029,1243
CVE-2024-11290,analyzer,2025-07-13 01:17:50,2399,368,8931,1246
CVE-2024-11291,analyzer,2025-07-13 01:18:08,3559,522,8301,1166
CVE-2024-11292,analyzer,2025-07-13 01:18:28,4505,664,9449,1316
CVE-2024-11293,analyzer,2025-07-13 01:18:47,9015,1323,7180,992
CVE-2024-11294,analyzer,2025-07-13 01:19:03,9637,1400,9149,1260
CVE-2024-11295,analyzer,2025-07-13 01:19:23,4383,650,9243,1283
CVE-2024-11297,analyzer,2025-07-13 01:19:43,4276,630,9389,1316
CVE-2024-11299,analyzer,2025-07-13 01:20:02,3853,564,8926,1246
CVE-2024-11300,analyzer,2025-07-13 01:20:18,6650,969,4355,596
CVE-2024-11305,analyzer,2025-07-13 01:20:37,4110,632,9440,1356
CVE-2024-11306,analyzer,2025-07-13 01:20:58,7766,1132,8889,1214
CVE-2024-11320,analyzer,2025-07-13 01:21:24,7493,1080,9016,1281
CVE-2024-11322,analyzer,2025-07-13 01:21:44,3229,463,9050,1246
CVE-2024-11351,analyzer,2025-07-13 01:22:02,11456,1654,9379,1292
CVE-2024-11356,analyzer,2025-07-13 01:22:23,4290,591,9129,1309
CVE-2024-11357,analyzer,2025-07-13 01:22:37,4013,608,3192,460
CVE-2024-11358,analyzer,2025-07-13 01:22:57,2847,428,8981,1243
CVE-2024-11364,analyzer,2025-07-13 01:23:17,2968,457,8800,1226
