CVE ID,Status,Retrieval Time (s),CWE Count,Alt Terms Count,Sparse Count,Dense Count,Graph Count
CVE-2024-37678,SUCCESS,4.58,10,0,8,1,1
CVE-2024-37726,SUCCESS,4.73,10,0,8,1,1
CVE-2024-37742,SUCCESS,5.01,10,0,8,1,1
CVE-2024-37758,SUCCESS,4.67,10,0,8,1,1
CVE-2024-37759,SUCCESS,4.36,10,0,8,1,1
CVE-2024-37767,SUCCESS,5.10,10,0,8,1,1
CVE-2024-37773,SUCCESS,6.00,10,1,7,1,1
CVE-2024-37782,SUCCESS,4.61,10,0,8,1,1
CVE-2024-37794,SUCCESS,5.14,10,0,8,1,1
CVE-2024-37816,SUCCESS,3.95,10,2,6,1,1
CVE-2024-37858,SUCCESS,4.76,10,1,7,1,1
CVE-2024-37860,SUCCESS,4.44,10,3,5,1,1
CVE-2024-37862,SUCCESS,4.49,10,3,5,1,1
CVE-2024-37882,SUCCESS,4.50,10,0,8,1,1
CVE-2024-37883,SUCCESS,4.72,10,0,8,1,1
CVE-2024-37884,SUCCESS,5.03,10,0,8,1,1
CVE-2024-37885,SUCCESS,5.13,10,0,8,1,1
CVE-2024-37887,SUCCESS,4.96,10,0,8,1,1
CVE-2024-37889,SUCCESS,4.64,10,0,8,1,1
CVE-2024-37893,SUCCESS,5.20,10,0,8,1,1
CVE-2024-37895,SUCCESS,4.81,10,0,8,1,1
CVE-2024-37897,SUCCESS,5.16,10,0,8,1,1
CVE-2024-37904,SUCCESS,6.44,10,0,8,1,1
CVE-2024-37905,SUCCESS,5.32,10,0,8,1,1
CVE-2024-37917,SUCCESS,5.55,10,0,8,1,1
CVE-2024-37924,SUCCESS,4.97,10,0,8,1,1
CVE-2024-37927,SUCCESS,5.81,10,0,8,1,1
CVE-2024-37930,SUCCESS,6.17,10,1,7,1,1
CVE-2024-37952,SUCCESS,6.53,10,0,8,1,1
CVE-2024-37965,SUCCESS,5.31,10,0,8,1,1
CVE-2024-37980,SUCCESS,5.90,10,0,8,1,1
CVE-2024-37991,SUCCESS,5.98,10,0,8,1,1
CVE-2024-37993,SUCCESS,6.57,10,0,8,1,1
CVE-2024-38014,SUCCESS,5.06,10,0,8,1,1
CVE-2024-38015,SUCCESS,5.81,10,0,8,1,1
CVE-2024-38016,SUCCESS,5.01,10,0,8,1,1
CVE-2024-38017,SUCCESS,6.02,10,1,7,1,1
CVE-2024-38020,SUCCESS,5.73,10,0,8,1,1
CVE-2024-38021,SUCCESS,5.77,10,0,8,1,1
CVE-2024-38027,SUCCESS,6.52,10,0,8,1,1
CVE-2024-38030,SUCCESS,5.53,10,0,8,1,1
CVE-2024-38031,SUCCESS,4.81,10,0,8,1,1
CVE-2024-38033,SUCCESS,4.66,10,0,8,1,1
CVE-2024-38041,SUCCESS,6.05,10,1,7,1,1
CVE-2024-38043,SUCCESS,4.35,10,0,8,1,1
CVE-2024-38046,SUCCESS,10.80,10,0,8,1,1
CVE-2024-38047,SUCCESS,5.56,10,0,8,1,1
CVE-2024-38052,SUCCESS,4.98,10,0,8,1,1
CVE-2024-38055,SUCCESS,5.65,10,1,7,1,1
CVE-2024-38058,SUCCESS,4.80,10,0,8,1,1
CVE-2024-38061,SUCCESS,5.10,10,0,8,1,1
CVE-2024-38067,SUCCESS,5.40,10,0,8,1,1
CVE-2024-38068,SUCCESS,5.66,10,0,8,1,1
CVE-2024-38070,SUCCESS,5.02,10,0,8,1,1
CVE-2024-38089,SUCCESS,4.89,10,0,8,1,1
CVE-2024-38092,SUCCESS,4.50,10,0,8,1,1
CVE-2024-38095,SUCCESS,4.78,10,0,8,1,1
CVE-2024-38099,SUCCESS,4.56,10,0,8,1,1
CVE-2024-38100,SUCCESS,4.55,10,0,8,1,1
CVE-2024-38104,SUCCESS,4.61,10,0,8,1,1
CVE-2024-38105,SUCCESS,4.65,10,0,8,1,1
CVE-2024-38124,SUCCESS,4.95,10,0,8,1,1
CVE-2024-38129,SUCCESS,5.18,10,0,8,1,1
CVE-2024-38139,SUCCESS,4.74,10,0,8,1,1
CVE-2024-38149,SUCCESS,4.94,10,0,8,1,1
CVE-2024-38162,SUCCESS,4.81,10,0,8,1,1
CVE-2024-38163,SUCCESS,4.70,10,0,8,1,1
CVE-2024-38164,SUCCESS,5.03,10,0,8,1,1
CVE-2024-38168,SUCCESS,4.84,10,0,8,1,1
CVE-2024-38175,SUCCESS,4.84,10,0,8,1,1
CVE-2024-38178,SUCCESS,5.06,10,1,7,1,1
CVE-2024-38180,SUCCESS,4.55,10,0,8,1,1
CVE-2024-38183,SUCCESS,4.81,10,0,8,1,1
CVE-2024-38189,SUCCESS,4.58,10,0,8,1,1
CVE-2024-38194,SUCCESS,5.03,10,1,7,1,1
CVE-2024-38195,SUCCESS,6.07,10,0,8,1,1
CVE-2024-38196,SUCCESS,4.26,10,0,8,1,1
CVE-2024-3820,SUCCESS,1.55,8,0,8,0,0
CVE-2024-38200,SUCCESS,4.56,10,0,8,1,1
CVE-2024-38201,SUCCESS,4.72,10,0,8,1,1
CVE-2024-38202,SUCCESS,4.96,10,0,8,1,1
CVE-2024-38203,SUCCESS,5.18,10,1,7,1,1
CVE-2024-38204,SUCCESS,5.00,10,0,8,1,1
CVE-2024-3821,SUCCESS,4.63,10,0,8,1,1
CVE-2024-38213,SUCCESS,5.28,10,0,8,1,1
CVE-2024-38216,SUCCESS,4.80,10,0,8,1,1
CVE-2024-38217,SUCCESS,4.60,10,0,8,1,1
CVE-2024-38218,SUCCESS,4.79,10,1,7,1,1
CVE-2024-38220,SUCCESS,4.43,10,0,8,1,1
CVE-2024-38223,SUCCESS,4.35,10,0,8,1,1
CVE-2024-38225,SUCCESS,4.33,10,0,8,1,1
CVE-2024-38226,SUCCESS,4.62,10,0,8,1,1
CVE-2024-38227,SUCCESS,4.07,10,0,8,1,1
CVE-2024-38228,SUCCESS,4.67,10,0,8,1,1
CVE-2024-38230,SUCCESS,4.84,10,0,8,1,1
CVE-2024-38231,SUCCESS,4.87,10,0,8,1,1
CVE-2024-38234,SUCCESS,4.72,10,0,8,1,1
CVE-2024-38236,SUCCESS,5.28,10,0,8,1,1
CVE-2024-38241,SUCCESS,5.41,10,0,8,1,1
CVE-2024-38243,SUCCESS,5.02,10,0,8,1,1
CVE-2024-38244,SUCCESS,4.79,10,0,8,1,1
CVE-2024-38245,SUCCESS,4.85,10,0,8,1,1
CVE-2024-3826,SUCCESS,5.68,10,0,8,1,1
CVE-2024-38261,SUCCESS,5.36,10,3,5,1,1
CVE-2024-38265,SUCCESS,1.20,34,0,34,0,0
CVE-2024-38266,SUCCESS,5.48,10,0,8,1,1
CVE-2024-38267,SUCCESS,6.34,10,0,8,1,1
CVE-2024-38268,SUCCESS,6.80,10,0,8,1,1
CVE-2024-38269,SUCCESS,5.69,10,0,8,1,1
CVE-2024-38273,SUCCESS,4.67,10,0,8,1,1
CVE-2024-38274,SUCCESS,0.95,11,0,11,0,0
CVE-2024-38279,SUCCESS,4.41,10,0,8,1,1
CVE-2024-38282,SUCCESS,4.77,10,0,8,1,1
CVE-2024-38283,SUCCESS,3.90,10,0,8,1,1
CVE-2024-38287,SUCCESS,4.56,10,0,8,1,1
CVE-2024-38288,SUCCESS,5.00,10,0,8,1,1
CVE-2024-38289,SUCCESS,5.47,10,1,7,1,1
CVE-2024-3829,SUCCESS,4.60,10,0,8,1,1
CVE-2024-38290,SUCCESS,5.02,10,0,8,1,1
CVE-2024-38291,SUCCESS,4.15,10,0,8,1,1
CVE-2024-38301,SUCCESS,5.22,10,0,8,1,1
CVE-2024-38302,SUCCESS,4.05,10,0,8,1,1
CVE-2024-38303,SUCCESS,1.05,11,0,11,0,0
CVE-2024-38307,SUCCESS,5.26,10,0,8,1,1
CVE-2024-38310,SUCCESS,5.26,10,0,8,1,1
CVE-2024-38311,SUCCESS,1.13,10,0,10,0,0
CVE-2024-38325,SUCCESS,4.50,10,0,8,1,1
CVE-2024-38346,SUCCESS,5.10,10,2,6,1,1
CVE-2024-38351,SUCCESS,1.82,7,0,7,0,0
CVE-2024-38353,SUCCESS,5.76,10,0,8,1,1
CVE-2024-38355,SUCCESS,5.35,10,0,8,1,1
CVE-2024-38358,SUCCESS,4.38,10,0,8,1,1
CVE-2024-38359,SUCCESS,5.50,10,0,8,1,1
CVE-2024-38360,SUCCESS,4.54,10,0,8,1,1
CVE-2024-38365,SUCCESS,5.64,10,0,8,1,1
CVE-2024-38366,SUCCESS,4.51,10,2,6,1,1
CVE-2024-38370,SUCCESS,4.41,10,0,8,1,1
CVE-2024-38371,SUCCESS,4.24,10,0,8,1,1
CVE-2024-38374,SUCCESS,5.72,10,1,7,1,1
CVE-2024-38384,SUCCESS,10.32,10,0,8,1,1
CVE-2024-38406,SUCCESS,4.93,10,1,7,1,1
CVE-2024-38407,SUCCESS,5.04,10,1,7,1,1
CVE-2024-38408,SUCCESS,5.33,10,0,8,1,1
CVE-2024-38413,SUCCESS,5.27,10,1,7,1,1
CVE-2024-38418,SUCCESS,4.68,10,1,7,1,1
CVE-2024-38420,SUCCESS,4.64,10,1,7,1,1
CVE-2024-38422,SUCCESS,4.19,10,1,7,1,1
CVE-2024-38425,SUCCESS,4.08,10,0,8,1,1
CVE-2024-38426,SUCCESS,5.68,10,0,8,1,1
CVE-2024-38433,SUCCESS,5.82,10,0,8,1,1
CVE-2024-38439,SUCCESS,5.32,10,2,6,1,1
CVE-2024-38440,SUCCESS,2.24,6,0,6,0,0
CVE-2024-38441,SUCCESS,4.87,10,2,6,1,1
CVE-2024-38448,SUCCESS,5.00,10,0,8,1,1
CVE-2024-38460,SUCCESS,3.95,10,0,8,1,1
CVE-2024-38466,SUCCESS,4.32,10,0,8,1,1
CVE-2024-38467,SUCCESS,5.20,10,0,8,1,1
CVE-2024-38472,SUCCESS,5.22,10,1,7,1,1
CVE-2024-38476,SUCCESS,4.62,10,0,8,1,1
CVE-2024-38479,SUCCESS,1.14,12,0,12,0,0
CVE-2024-38483,SUCCESS,1.05,11,0,11,0,0
CVE-2024-38486,SUCCESS,5.48,10,1,7,1,1
CVE-2024-38492,SUCCESS,4.85,10,0,8,1,1
CVE-2024-38499,SUCCESS,4.61,10,0,8,1,1
CVE-2024-38514,SUCCESS,5.23,10,0,8,1,1
CVE-2024-38518,SUCCESS,5.69,10,0,8,1,1
CVE-2024-38519,SUCCESS,6.45,10,1,7,1,1
CVE-2024-38520,SUCCESS,4.44,10,0,8,1,1
CVE-2024-38523,SUCCESS,5.40,10,1,7,1,1
CVE-2024-38525,SUCCESS,5.11,10,0,8,1,1
CVE-2024-38528,SUCCESS,5.37,10,0,8,1,1
CVE-2024-38553,SUCCESS,5.89,10,0,8,1,1
CVE-2024-38554,SUCCESS,1.11,7,0,7,0,0
CVE-2024-38557,SUCCESS,5.75,10,0,8,1,1
CVE-2024-38559,SUCCESS,4.42,10,1,7,1,1
CVE-2024-38561,SUCCESS,1.04,8,0,8,0,0
CVE-2024-38575,SUCCESS,1.23,11,0,11,0,0
CVE-2024-38578,SUCCESS,3.70,11,0,11,0,0
CVE-2024-38582,SUCCESS,4.84,10,0,8,1,1
CVE-2024-38583,SUCCESS,5.00,10,1,7,1,1
CVE-2024-38588,SUCCESS,5.80,10,2,6,1,1
CVE-2024-38589,SUCCESS,5.19,10,0,8,1,1
CVE-2024-38591,SUCCESS,5.73,10,0,8,1,1
CVE-2024-38596,SUCCESS,7.52,10,1,7,1,1
CVE-2024-38597,SUCCESS,4.30,10,1,7,1,1
CVE-2024-38600,SUCCESS,5.08,10,0,8,1,1
CVE-2024-38602,SUCCESS,1.61,6,0,6,0,0
CVE-2024-38610,SUCCESS,4.58,10,0,8,1,1
CVE-2024-38616,SUCCESS,5.20,10,0,8,1,1
CVE-2024-38621,SUCCESS,6.35,10,3,5,1,1
CVE-2024-38641,SUCCESS,4.72,10,2,6,1,1
CVE-2024-38644,SUCCESS,5.41,10,2,6,1,1
CVE-2024-38647,SUCCESS,5.02,10,0,8,1,1
CVE-2024-38650,SUCCESS,4.81,10,0,8,1,1
CVE-2024-38660,SUCCESS,5.70,10,0,8,1,1
CVE-2024-38667,SUCCESS,4.77,10,0,8,1,1
CVE-2024-38700,SUCCESS,4.57,10,0,8,1,1
CVE-2024-38734,SUCCESS,4.71,10,0,8,1,1
CVE-2024-38736,SUCCESS,5.19,10,0,8,1,1
CVE-2024-38742,SUCCESS,4.59,10,0,8,1,1
CVE-2024-38744,SUCCESS,5.33,10,2,6,1,1
CVE-2024-38746,SUCCESS,5.35,10,1,7,1,1
CVE-2024-38747,SUCCESS,4.67,10,0,8,1,1
CVE-2024-38749,SUCCESS,4.72,10,0,8,1,1
CVE-2024-38756,SUCCESS,4.86,10,0,8,1,1
CVE-2024-38760,SUCCESS,4.81,10,0,8,1,1
CVE-2024-38761,SUCCESS,4.62,10,0,8,1,1
CVE-2024-38770,SUCCESS,5.27,10,0,8,1,1
CVE-2024-38775,SUCCESS,5.11,10,0,8,1,1
CVE-2024-38776,SUCCESS,5.21,10,0,8,1,1
CVE-2024-38787,SUCCESS,5.12,10,0,8,1,1
CVE-2024-38806,SUCCESS,5.22,10,0,8,1,1
CVE-2024-38808,SUCCESS,4.20,10,0,8,1,1
CVE-2024-38809,SUCCESS,4.41,10,0,8,1,1
CVE-2024-38810,SUCCESS,7.27,10,1,7,1,1
CVE-2024-38811,SUCCESS,4.74,10,0,8,1,1
CVE-2024-38817,SUCCESS,5.23,10,2,6,1,1
CVE-2024-38818,SUCCESS,5.26,10,0,8,1,1
CVE-2024-38826,SUCCESS,8.40,10,0,8,1,1
CVE-2024-38828,SUCCESS,4.91,10,0,8,1,1
CVE-2024-38830,SUCCESS,5.32,10,0,8,1,1
CVE-2024-38831,SUCCESS,5.85,10,0,8,1,1
CVE-2024-38863,SUCCESS,5.01,10,0,8,1,1
CVE-2024-38873,SUCCESS,5.06,10,0,8,1,1
CVE-2024-38874,SUCCESS,1.36,10,0,10,0,0
CVE-2024-38879,SUCCESS,5.27,10,0,8,1,1
CVE-2024-3888,SUCCESS,5.66,10,0,8,1,1
CVE-2024-38881,SUCCESS,4.59,10,0,8,1,1
CVE-2024-38882,SUCCESS,1.43,12,0,12,0,0
CVE-2024-38883,SUCCESS,9.67,10,0,8,1,1
CVE-2024-38884,SUCCESS,5.24,10,0,8,1,1
CVE-2024-38894,SUCCESS,4.83,10,2,6,1,1
CVE-2024-38896,SUCCESS,5.18,10,2,6,1,1
CVE-2024-38903,SUCCESS,5.34,10,0,8,1,1
CVE-2024-38909,SUCCESS,5.90,10,0,8,1,1
CVE-2024-38922,SUCCESS,5.01,10,1,7,1,1
CVE-2024-3894,SUCCESS,7.00,10,0,8,1,1
CVE-2024-38970,SUCCESS,5.25,10,0,8,1,1
CVE-2024-38990,SUCCESS,4.74,10,0,8,1,1
CVE-2024-38993,SUCCESS,4.77,10,0,8,1,1
CVE-2024-39002,SUCCESS,4.93,10,0,8,1,1
CVE-2024-39015,SUCCESS,4.53,10,0,8,1,1
CVE-2024-39017,SUCCESS,4.52,10,0,8,1,1
CVE-2024-39028,SUCCESS,4.43,10,0,8,1,1
CVE-2024-39033,SUCCESS,5.25,10,2,6,1,1
CVE-2024-39069,SUCCESS,6.52,10,0,8,1,1
CVE-2024-39071,SUCCESS,4.40,10,1,7,1,1
CVE-2024-39090,SUCCESS,5.17,10,0,8,1,1
CVE-2024-39129,SUCCESS,4.30,10,2,6,1,1
CVE-2024-39134,SUCCESS,4.69,10,2,6,1,1
CVE-2024-39182,SUCCESS,5.16,10,1,7,1,1
CVE-2024-3919,SUCCESS,6.45,10,0,8,1,1
CVE-2024-39206,SUCCESS,4.69,10,0,8,1,1
CVE-2024-39209,SUCCESS,4.33,10,2,6,1,1
CVE-2024-39210,SUCCESS,4.48,10,0,8,1,1
CVE-2024-3922,SUCCESS,5.32,10,1,7,1,1
CVE-2024-39223,SUCCESS,4.50,10,0,8,1,1
CVE-2024-39226,SUCCESS,4.80,10,2,6,1,1
CVE-2024-39227,SUCCESS,5.21,10,1,7,1,1
CVE-2024-39274,SUCCESS,5.68,10,0,8,1,1
CVE-2024-39278,SUCCESS,8.42,10,0,8,1,1
CVE-2024-39281,SUCCESS,4.47,10,0,8,1,1
CVE-2024-39282,SUCCESS,5.42,10,1,7,1,1
CVE-2024-39285,SUCCESS,5.16,10,0,8,1,1
CVE-2024-39287,SUCCESS,4.76,10,1,7,1,1
CVE-2024-39288,SUCCESS,5.06,10,2,6,1,1
CVE-2024-39294,SUCCESS,5.04,10,2,6,1,1
CVE-2024-39299,SUCCESS,4.91,10,2,6,1,1
CVE-2024-39302,SUCCESS,5.61,10,0,8,1,1
CVE-2024-39305,SUCCESS,5.42,10,0,8,1,1
CVE-2024-39312,SUCCESS,5.28,10,0,8,1,1
CVE-2024-39313,SUCCESS,4.70,10,0,8,1,1
CVE-2024-39314,SUCCESS,5.13,10,0,8,1,1
CVE-2024-39315,SUCCESS,2.07,8,0,8,0,0
CVE-2024-39320,SUCCESS,4.89,10,0,8,1,1
CVE-2024-39327,SUCCESS,4.79,10,0,8,1,1
CVE-2024-39328,SUCCESS,4.88,10,0,8,1,1
CVE-2024-39339,SUCCESS,5.10,10,0,8,1,1
CVE-2024-3934,SUCCESS,6.00,10,2,6,1,1
CVE-2024-39340,SUCCESS,4.98,10,0,8,1,1
CVE-2024-39341,SUCCESS,4.94,10,0,8,1,1
CVE-2024-39342,SUCCESS,4.66,10,0,8,1,1
CVE-2024-39344,SUCCESS,5.27,10,0,8,1,1
CVE-2024-39353,SUCCESS,6.32,10,0,8,1,1
CVE-2024-39358,SUCCESS,5.57,10,2,6,1,1
CVE-2024-39360,SUCCESS,5.08,10,2,6,1,1
CVE-2024-39361,SUCCESS,5.63,10,0,8,1,1
CVE-2024-39367,SUCCESS,5.06,10,2,6,1,1
CVE-2024-39373,SUCCESS,4.87,10,2,6,1,1
CVE-2024-39376,SUCCESS,4.33,10,0,8,1,1
CVE-2024-3938,SUCCESS,5.98,10,1,7,1,1
CVE-2024-39380,SUCCESS,4.50,10,2,6,1,1
CVE-2024-39393,SUCCESS,4.96,10,0,8,1,1
CVE-2024-39404,SUCCESS,5.28,10,1,7,1,1
CVE-2024-39405,SUCCESS,5.18,10,1,7,1,1
CVE-2024-39407,SUCCESS,5.38,10,1,7,1,1
CVE-2024-39411,SUCCESS,5.06,10,1,7,1,1
CVE-2024-39412,SUCCESS,5.93,10,1,7,1,1
CVE-2024-39413,SUCCESS,5.87,10,1,7,1,1
CVE-2024-39414,SUCCESS,8.32,10,1,7,1,1
CVE-2024-39415,SUCCESS,6.75,10,1,7,1,1
CVE-2024-39416,SUCCESS,6.04,10,1,7,1,1
CVE-2024-39417,SUCCESS,7.43,10,1,7,1,1
CVE-2024-39418,SUCCESS,7.62,10,1,7,1,1
CVE-2024-39419,SUCCESS,6.54,10,1,7,1,1
CVE-2024-39426,SUCCESS,5.77,10,0,8,1,1
CVE-2024-39432,SUCCESS,6.48,10,0,8,1,1
CVE-2024-39436,SUCCESS,6.51,10,2,6,1,1
CVE-2024-39437,SUCCESS,6.91,10,2,6,1,1
CVE-2024-39438,SUCCESS,7.45,10,2,6,1,1
CVE-2024-39441,SUCCESS,5.67,10,0,8,1,1
CVE-2024-39442,SUCCESS,7.41,10,0,8,1,1
CVE-2024-39459,SUCCESS,4.96,10,0,8,1,1
CVE-2024-39462,SUCCESS,5.67,10,0,8,1,1
CVE-2024-39468,SUCCESS,5.05,10,0,8,1,1
CVE-2024-39469,SUCCESS,6.20,10,0,8,1,1
CVE-2024-39474,SUCCESS,14.09,10,0,8,1,1
CVE-2024-39476,SUCCESS,5.07,10,0,8,1,1
CVE-2024-39479,SUCCESS,5.81,10,1,7,1,1
CVE-2024-39485,SUCCESS,5.85,10,0,8,1,1
CVE-2024-39486,SUCCESS,4.94,10,1,7,1,1
CVE-2024-39493,SUCCESS,1.08,9,0,9,0,0
CVE-2024-39495,SUCCESS,5.26,10,2,6,1,1
CVE-2024-39503,SUCCESS,1.30,6,0,6,0,0
CVE-2024-39511,SUCCESS,2.58,8,0,8,0,0
CVE-2024-39513,SUCCESS,2.83,5,0,5,0,0
CVE-2024-39518,SUCCESS,2.88,7,0,7,0,0
CVE-2024-39527,SUCCESS,4.69,10,0,8,1,1
CVE-2024-39532,SUCCESS,5.14,10,0,8,1,1
CVE-2024-39536,SUCCESS,2.99,7,0,7,0,0
CVE-2024-39548,SUCCESS,6.03,10,0,8,1,1
CVE-2024-39551,SUCCESS,4.89,10,0,8,1,1
CVE-2024-39554,SUCCESS,5.47,10,1,7,1,1
CVE-2024-39557,SUCCESS,2.91,6,0,6,0,0
CVE-2024-39559,SUCCESS,3.29,8,0,8,0,0
CVE-2024-39560,SUCCESS,5.52,10,1,7,1,1
CVE-2024-39563,SUCCESS,5.72,10,2,6,1,1
CVE-2024-39567,SUCCESS,5.92,10,2,6,1,1
CVE-2024-39568,SUCCESS,5.72,10,2,6,1,1
CVE-2024-39569,SUCCESS,5.32,10,2,6,1,1
CVE-2024-39570,SUCCESS,5.31,10,2,6,1,1
CVE-2024-39571,SUCCESS,5.04,10,2,6,1,1
CVE-2024-39573,SUCCESS,5.11,10,1,7,1,1
CVE-2024-39574,SUCCESS,5.20,10,0,8,1,1
CVE-2024-39577,SUCCESS,5.62,10,2,6,1,1
CVE-2024-39580,SUCCESS,4.87,10,0,8,1,1
CVE-2024-3959,SUCCESS,4.55,10,0,8,1,1
CVE-2024-39593,SUCCESS,5.27,10,0,8,1,1
CVE-2024-39597,SUCCESS,5.25,10,0,8,1,1
CVE-2024-39599,SUCCESS,1.40,7,0,7,0,0
CVE-2024-39600,SUCCESS,5.03,10,0,8,1,1
CVE-2024-39604,SUCCESS,4.89,10,0,8,1,1
CVE-2024-39606,SUCCESS,5.18,10,0,8,1,1
CVE-2024-39609,SUCCESS,5.31,10,0,8,1,1
CVE-2024-39623,SUCCESS,5.63,10,0,8,1,1
CVE-2024-39633,SUCCESS,5.60,10,0,8,1,1
CVE-2024-39634,SUCCESS,5.54,10,0,8,1,1
CVE-2024-39639,SUCCESS,5.76,10,0,8,1,1
CVE-2024-39670,SUCCESS,5.74,10,0,8,1,1
CVE-2024-39671,SUCCESS,6.05,10,0,8,1,1
CVE-2024-39673,SUCCESS,6.24,10,0,8,1,1
CVE-2024-39676,SUCCESS,6.24,10,0,8,1,1
CVE-2024-39683,SUCCESS,5.40,10,0,8,1,1
CVE-2024-39693,SUCCESS,4.72,10,0,8,1,1
CVE-2024-39697,SUCCESS,4.95,10,0,8,1,1
CVE-2024-39698,SUCCESS,9.77,10,0,8,1,1
CVE-2024-39701,SUCCESS,5.10,10,0,8,1,1
CVE-2024-39702,SUCCESS,4.57,10,0,8,1,1
CVE-2024-39703,SUCCESS,4.41,10,2,6,1,1
CVE-2024-39704,SUCCESS,5.28,10,0,8,1,1
CVE-2024-39721,SUCCESS,4.80,10,0,8,1,1
CVE-2024-39723,SUCCESS,4.79,10,0,8,1,1
CVE-2024-39733,SUCCESS,4.40,10,0,8,1,1
CVE-2024-39736,SUCCESS,1.59,10,0,10,0,0
CVE-2024-39746,SUCCESS,4.44,10,0,8,1,1
CVE-2024-39750,SUCCESS,5.45,10,3,5,1,1
CVE-2024-39756,SUCCESS,5.92,10,3,5,1,1
CVE-2024-39758,SUCCESS,5.11,10,0,8,1,1
CVE-2024-39759,SUCCESS,4.94,10,1,7,1,1
CVE-2024-39760,SUCCESS,4.82,10,2,6,1,1
CVE-2024-39761,SUCCESS,4.45,10,1,7,1,1
CVE-2024-39762,SUCCESS,4.45,10,1,7,1,1
CVE-2024-39763,SUCCESS,5.49,10,2,6,1,1
CVE-2024-39764,SUCCESS,4.99,10,2,6,1,1
CVE-2024-39765,SUCCESS,4.59,10,2,6,1,1
CVE-2024-39767,SUCCESS,5.04,10,0,8,1,1
CVE-2024-39768,SUCCESS,5.11,10,3,5,1,1
CVE-2024-39769,SUCCESS,5.08,10,3,5,1,1
CVE-2024-39770,SUCCESS,5.14,10,3,5,1,1
CVE-2024-39772,SUCCESS,4.50,10,0,8,1,1
CVE-2024-39774,SUCCESS,4.62,10,2,6,1,1
CVE-2024-39777,SUCCESS,5.39,10,0,8,1,1
CVE-2024-39778,SUCCESS,4.88,10,0,8,1,1
CVE-2024-39780,SUCCESS,5.51,10,0,8,1,1
CVE-2024-39781,SUCCESS,4.59,10,2,6,1,1
CVE-2024-39782,SUCCESS,4.95,10,2,6,1,1
CVE-2024-39783,SUCCESS,4.59,10,2,6,1,1
CVE-2024-39784,SUCCESS,4.64,10,2,6,1,1
CVE-2024-39785,SUCCESS,5.05,10,2,6,1,1
CVE-2024-39797,SUCCESS,4.90,10,0,8,1,1
CVE-2024-39801,SUCCESS,4.68,10,2,6,1,1
CVE-2024-39802,SUCCESS,4.85,10,2,6,1,1
CVE-2024-39803,SUCCESS,5.13,10,3,5,1,1
CVE-2024-39807,SUCCESS,5.24,10,0,8,1,1
CVE-2024-39808,SUCCESS,5.18,10,0,8,1,1
CVE-2024-39810,SUCCESS,5.68,10,0,8,1,1
CVE-2024-39811,SUCCESS,6.07,10,0,8,1,1
CVE-2024-39817,SUCCESS,4.56,10,0,8,1,1
CVE-2024-39819,SUCCESS,5.23,10,0,8,1,1
CVE-2024-39822,SUCCESS,4.79,10,0,8,1,1
CVE-2024-39823,SUCCESS,4.49,10,0,8,1,1
CVE-2024-39824,SUCCESS,4.28,10,0,8,1,1
CVE-2024-39826,SUCCESS,5.69,10,1,7,1,1
CVE-2024-39827,SUCCESS,5.47,10,0,8,1,1
CVE-2024-39830,SUCCESS,4.95,10,0,8,1,1
CVE-2024-39836,SUCCESS,6.60,10,0,8,1,1
CVE-2024-39837,SUCCESS,4.98,10,0,8,1,1
CVE-2024-39839,SUCCESS,5.16,10,0,8,1,1
CVE-2024-3984,SUCCESS,5.46,10,0,8,1,1
CVE-2024-39864,SUCCESS,4.94,10,0,8,1,1
CVE-2024-39865,SUCCESS,5.16,10,0,8,1,1
CVE-2024-39866,SUCCESS,4.34,10,0,8,1,1
CVE-2024-39882,SUCCESS,6.54,10,0,8,1,1
CVE-2024-39886,SUCCESS,4.73,10,0,8,1,1
CVE-2024-39888,SUCCESS,4.57,10,0,8,1,1
CVE-2024-39895,SUCCESS,5.82,10,0,8,1,1
CVE-2024-39896,SUCCESS,4.57,10,0,8,1,1
CVE-2024-39906,SUCCESS,4.69,10,2,6,1,1
CVE-2024-39908,SUCCESS,6.18,10,0,8,1,1
CVE-2024-39914,SUCCESS,4.49,10,2,6,1,1
CVE-2024-39917,SUCCESS,4.75,10,0,8,1,1
CVE-2024-39919,SUCCESS,6.91,10,0,8,1,1
CVE-2024-39921,SUCCESS,4.64,10,0,8,1,1
CVE-2024-39922,SUCCESS,5.15,10,0,8,1,1
CVE-2024-39925,SUCCESS,5.03,10,0,8,1,1
CVE-2024-39928,SUCCESS,5.33,10,0,8,1,1
CVE-2024-39932,SUCCESS,4.75,10,0,8,1,1
CVE-2024-39934,SUCCESS,5.29,10,0,8,1,1
CVE-2024-39936,SUCCESS,5.88,10,0,8,1,1
CVE-2024-39943,SUCCESS,6.51,10,0,8,1,1
CVE-2024-39944,SUCCESS,6.57,10,0,8,1,1
CVE-2024-39948,SUCCESS,5.47,10,0,8,1,1
CVE-2024-39949,SUCCESS,5.45,10,0,8,1,1
CVE-2024-3995,SUCCESS,4.60,10,2,6,1,1
CVE-2024-39950,SUCCESS,4.40,10,0,8,1,1
CVE-2024-39963,SUCCESS,4.38,10,0,8,1,1
CVE-2024-40036,SUCCESS,4.36,10,0,8,1,1
CVE-2024-4004,SUCCESS,5.83,10,0,8,1,1
CVE-2024-40070,SUCCESS,4.89,10,0,8,1,1
