CVE ID,Status,Retrieval Time (s),CWE Count,Alt Terms Count,Sparse Count,Dense Count,Graph Count
CVE-2024-10218,SUCCESS,5.11,10,1,7,1,1
CVE-2024-10225,SUCCESS,4.66,10,0,8,1,1
CVE-2024-10230,SUCCESS,4.94,10,1,7,1,1
CVE-2024-10231,SUCCESS,5.60,10,1,7,1,1
CVE-2024-10241,SUCCESS,4.90,10,0,8,1,1
CVE-2024-10245,SUCCESS,5.00,10,0,8,1,1
CVE-2024-10247,SUCCESS,5.87,10,1,7,1,1
CVE-2024-10252,SUCCESS,5.11,10,1,7,1,1
CVE-2024-10272,SUCCESS,4.94,10,0,8,1,1
CVE-2024-10273,SUCCESS,4.40,10,0,8,1,1
CVE-2024-10274,SUCCESS,5.17,10,1,7,1,1
CVE-2024-10275,SUCCESS,4.32,10,0,8,1,1
CVE-2024-10284,SUCCESS,5.33,10,0,8,1,1
CVE-2024-10285,SUCCESS,4.80,10,0,8,1,1
CVE-2024-10290,SUCCESS,5.42,10,0,8,1,1
CVE-2024-10311,SUCCESS,5.73,10,0,8,1,1
CVE-2024-10312,SUCCESS,1.58,12,0,12,0,0
CVE-2024-10314,SUCCESS,4.82,10,0,8,1,1
CVE-2024-10316,SUCCESS,5.21,10,0,8,1,1
CVE-2024-10319,SUCCESS,6.54,10,0,8,1,1
CVE-2024-10321,SUCCESS,5.00,10,0,8,1,1
CVE-2024-10327,SUCCESS,5.32,10,0,8,1,1
CVE-2024-10329,SUCCESS,5.78,10,0,8,1,1
CVE-2024-10330,SUCCESS,5.18,10,0,8,1,1
CVE-2024-10341,SUCCESS,6.36,10,1,7,1,1
CVE-2024-10344,SUCCESS,4.82,10,0,8,1,1
CVE-2024-10345,SUCCESS,5.36,10,0,8,1,1
CVE-2024-10352,SUCCESS,5.71,10,0,8,1,1
CVE-2024-10353,SUCCESS,6.23,10,0,8,1,1
CVE-2024-10356,SUCCESS,6.16,10,0,8,1,1
CVE-2024-10357,SUCCESS,5.26,10,0,8,1,1
CVE-2024-10360,SUCCESS,5.19,10,0,8,1,1
CVE-2024-10361,SUCCESS,1.51,11,0,11,0,0
CVE-2024-10362,SUCCESS,5.54,10,0,8,1,1
CVE-2024-10363,SUCCESS,5.23,10,0,8,1,1
CVE-2024-10365,SUCCESS,6.17,10,0,8,1,1
CVE-2024-10366,SUCCESS,5.43,10,0,8,1,1
CVE-2024-10389,SUCCESS,4.73,10,1,7,1,1
CVE-2024-10393,SUCCESS,4.61,10,0,8,1,1
CVE-2024-10396,SUCCESS,5.36,10,0,8,1,1
CVE-2024-10400,SUCCESS,5.41,10,1,7,1,1
CVE-2024-10428,SUCCESS,4.54,10,2,6,1,1
CVE-2024-10429,SUCCESS,5.00,10,2,6,1,1
CVE-2024-10435,SUCCESS,4.87,10,2,6,1,1
CVE-2024-10443,SUCCESS,4.97,10,2,6,1,1
CVE-2024-10466,SUCCESS,4.61,10,0,8,1,1
CVE-2024-10468,SUCCESS,4.92,10,2,6,1,1
CVE-2024-10474,SUCCESS,5.01,10,0,8,1,1
CVE-2024-10475,SUCCESS,5.51,10,0,8,1,1
CVE-2024-10476,SUCCESS,5.04,10,0,8,1,1
CVE-2024-10481,SUCCESS,5.67,10,0,8,1,1
CVE-2024-10488,SUCCESS,5.84,10,0,8,1,1
CVE-2024-10491,SUCCESS,4.62,10,0,8,1,1
CVE-2024-10498,SUCCESS,5.94,10,0,8,1,1
CVE-2024-10511,SUCCESS,4.59,10,0,8,1,1
CVE-2024-10540,SUCCESS,6.61,10,1,7,1,1
CVE-2024-10548,SUCCESS,5.23,10,0,8,1,1
CVE-2024-10549,SUCCESS,4.40,10,0,8,1,1
CVE-2024-10559,SUCCESS,4.88,10,3,5,1,1
CVE-2024-10572,SUCCESS,5.98,10,0,8,1,1
CVE-2024-10573,SUCCESS,4.36,10,0,8,1,1
CVE-2024-10578,SUCCESS,4.96,10,0,8,1,1
CVE-2024-10584,SUCCESS,5.80,10,0,8,1,1
CVE-2024-10598,SUCCESS,5.20,10,1,7,1,1
CVE-2024-10599,SUCCESS,4.55,10,0,8,1,1
CVE-2024-10620,SUCCESS,5.61,10,0,8,1,1
CVE-2024-10624,SUCCESS,5.66,10,1,7,1,1
CVE-2024-10628,SUCCESS,2.55,10,0,10,0,0
CVE-2024-10630,SUCCESS,5.26,10,1,7,1,1
CVE-2024-10631,SUCCESS,6.01,10,0,8,1,1
CVE-2024-10632,SUCCESS,5.21,10,0,8,1,1
CVE-2024-10634,SUCCESS,1.18,5,0,5,0,0
CVE-2024-10635,SUCCESS,1.25,11,0,11,0,0
CVE-2024-10639,SUCCESS,1.15,7,0,7,0,0
CVE-2024-10645,SUCCESS,5.73,10,1,7,1,1
CVE-2024-10649,SUCCESS,1.67,18,0,18,0,0
CVE-2024-10650,SUCCESS,5.39,10,0,8,1,1
CVE-2024-10654,SUCCESS,4.89,10,0,8,1,1
CVE-2024-10677,SUCCESS,4.97,10,0,8,1,1
CVE-2024-10687,SUCCESS,5.89,10,1,7,1,1
CVE-2024-10697,SUCCESS,4.80,10,2,6,1,1
CVE-2024-10700,SUCCESS,4.92,10,1,7,1,1
CVE-2024-10707,SUCCESS,1.41,11,0,11,0,0
CVE-2024-10713,SUCCESS,5.08,10,0,8,1,1
CVE-2024-10714,SUCCESS,5.87,10,0,8,1,1
CVE-2024-10718,SUCCESS,4.81,10,0,8,1,1
CVE-2024-10729,SUCCESS,5.37,10,0,8,1,1
CVE-2024-10748,SUCCESS,6.28,10,0,8,1,1
CVE-2024-10752,SUCCESS,5.92,10,1,7,1,1
CVE-2024-10764,SUCCESS,5.72,10,0,8,1,1
CVE-2024-10765,SUCCESS,5.94,10,0,8,1,1
CVE-2024-10766,SUCCESS,5.56,10,0,8,1,1
CVE-2024-10768,SUCCESS,5.84,10,0,8,1,1
CVE-2024-10773,SUCCESS,5.56,10,0,8,1,1
CVE-2024-10791,SUCCESS,6.17,10,1,7,1,1
CVE-2024-10802,SUCCESS,5.40,10,0,8,1,1
CVE-2024-10805,SUCCESS,6.24,10,1,7,1,1
CVE-2024-10806,SUCCESS,6.65,10,0,8,1,1
CVE-2024-10807,SUCCESS,6.60,10,0,8,1,1
CVE-2024-10808,SUCCESS,5.21,10,1,7,1,1
CVE-2024-10809,SUCCESS,5.45,10,1,7,1,1
CVE-2024-10810,SUCCESS,5.65,10,1,7,1,1
CVE-2024-10815,SUCCESS,5.09,10,0,8,1,1
CVE-2024-10818,SUCCESS,7.24,10,0,8,1,1
CVE-2024-10819,SUCCESS,11.65,10,0,8,1,1
CVE-2024-10821,SUCCESS,5.34,10,0,8,1,1
CVE-2024-10826,SUCCESS,6.01,10,0,8,1,1
CVE-2024-10827,SUCCESS,6.02,10,0,8,1,1
CVE-2024-10829,SUCCESS,6.22,10,0,8,1,1
CVE-2024-10833,SUCCESS,5.26,10,1,7,1,1
CVE-2024-10838,SUCCESS,4.25,10,1,7,1,1
CVE-2024-10840,SUCCESS,4.67,10,0,8,1,1
CVE-2024-10841,SUCCESS,4.77,10,1,7,1,1
CVE-2024-10842,SUCCESS,4.85,10,0,8,1,1
CVE-2024-10844,SUCCESS,5.24,10,1,7,1,1
CVE-2024-10845,SUCCESS,5.37,10,1,7,1,1
CVE-2024-10846,SUCCESS,4.15,10,0,8,1,1
CVE-2024-10856,SUCCESS,5.93,10,1,7,1,1
CVE-2024-10862,SUCCESS,5.55,10,1,7,1,1
CVE-2024-10899,SUCCESS,5.21,10,0,8,1,1
CVE-2024-10902,SUCCESS,5.58,10,1,7,1,1
CVE-2024-10907,SUCCESS,4.81,10,0,8,1,1
CVE-2024-10912,SUCCESS,5.84,10,0,8,1,1
CVE-2024-10914,SUCCESS,4.52,10,2,6,1,1
CVE-2024-10915,SUCCESS,5.15,10,2,6,1,1
CVE-2024-10916,SUCCESS,4.50,10,0,8,1,1
CVE-2024-10919,SUCCESS,4.36,10,2,6,1,1
CVE-2024-10920,SUCCESS,5.40,10,0,8,1,1
CVE-2024-10921,SUCCESS,5.43,10,0,8,1,1
CVE-2024-10926,SUCCESS,4.71,10,0,8,1,1
CVE-2024-10927,SUCCESS,4.72,10,0,8,1,1
CVE-2024-10928,SUCCESS,5.37,10,0,8,1,1
CVE-2024-10934,SUCCESS,1.04,14,0,14,0,0
CVE-2024-10935,SUCCESS,5.43,10,0,8,1,1
CVE-2024-10937,SUCCESS,5.15,10,0,8,1,1
CVE-2024-1094,SUCCESS,5.18,10,0,8,1,1
CVE-2024-10944,SUCCESS,5.07,10,0,8,1,1
CVE-2024-10946,SUCCESS,5.18,10,1,7,1,1
CVE-2024-10947,SUCCESS,4.63,10,1,7,1,1
CVE-2024-10950,SUCCESS,4.45,10,1,7,1,1
CVE-2024-10954,SUCCESS,5.32,10,0,8,1,1
CVE-2024-10955,SUCCESS,5.54,10,1,7,1,1
CVE-2024-10956,SUCCESS,6.79,10,1,7,1,1
CVE-2024-10963,SUCCESS,4.74,10,0,8,1,1
CVE-2024-10964,SUCCESS,5.31,10,3,5,1,1
CVE-2024-10965,SUCCESS,4.99,10,0,8,1,1
CVE-2024-10966,SUCCESS,4.53,10,2,6,1,1
CVE-2024-10967,SUCCESS,5.26,10,1,7,1,1
CVE-2024-10968,SUCCESS,4.67,10,1,7,1,1
CVE-2024-10969,SUCCESS,5.83,10,1,7,1,1
CVE-2024-10971,SUCCESS,5.09,10,0,8,1,1
CVE-2024-10972,SUCCESS,1.20,7,0,7,0,0
CVE-2024-10986,SUCCESS,1.11,7,0,7,0,0
CVE-2024-10987,SUCCESS,5.12,10,1,7,1,1
CVE-2024-10988,SUCCESS,4.50,10,1,7,1,1
CVE-2024-10989,SUCCESS,4.67,10,1,7,1,1
CVE-2024-10990,SUCCESS,4.93,10,1,7,1,1
CVE-2024-10991,SUCCESS,4.73,10,1,7,1,1
CVE-2024-10993,SUCCESS,5.22,10,0,8,1,1
CVE-2024-10994,SUCCESS,4.89,10,0,8,1,1
CVE-2024-10995,SUCCESS,4.92,10,1,7,1,1
CVE-2024-10996,SUCCESS,5.24,10,1,7,1,1
CVE-2024-10997,SUCCESS,4.65,10,1,7,1,1
CVE-2024-10998,SUCCESS,4.96,10,1,7,1,1
CVE-2024-10999,SUCCESS,5.37,10,0,8,1,1
CVE-2024-11000,SUCCESS,5.22,10,0,8,1,1
CVE-2024-11008,SUCCESS,5.15,10,0,8,1,1
CVE-2024-11009,SUCCESS,5.79,10,1,7,1,1
CVE-2024-11010,SUCCESS,5.04,10,0,8,1,1
CVE-2024-11013,SUCCESS,5.31,10,2,6,1,1
CVE-2024-11015,SUCCESS,4.97,10,0,8,1,1
CVE-2024-11026,SUCCESS,4.56,10,0,8,1,1
CVE-2024-11031,SUCCESS,5.26,10,0,8,1,1
CVE-2024-11033,SUCCESS,5.38,10,0,8,1,1
CVE-2024-11042,SUCCESS,5.51,10,0,8,1,1
CVE-2024-11043,SUCCESS,5.18,10,0,8,1,1
CVE-2024-11045,SUCCESS,5.79,10,1,7,1,1
CVE-2024-11046,SUCCESS,5.34,10,2,6,1,1
CVE-2024-11047,SUCCESS,4.98,10,2,6,1,1
CVE-2024-11048,SUCCESS,5.50,10,2,6,1,1
CVE-2024-11051,SUCCESS,5.31,10,1,7,1,1
CVE-2024-11054,SUCCESS,5.48,10,0,8,1,1
CVE-2024-11055,SUCCESS,5.15,10,1,7,1,1
CVE-2024-11056,SUCCESS,5.87,10,2,6,1,1
CVE-2024-11057,SUCCESS,5.25,10,1,7,1,1
CVE-2024-11058,SUCCESS,4.81,10,1,7,1,1
CVE-2024-11059,SUCCESS,4.70,10,1,7,1,1
CVE-2024-11060,SUCCESS,5.04,10,1,7,1,1
CVE-2024-11061,SUCCESS,4.76,10,2,6,1,1
CVE-2024-11067,SUCCESS,5.56,10,1,7,1,1
CVE-2024-11073,SUCCESS,5.21,10,1,7,1,1
CVE-2024-11074,SUCCESS,5.56,10,1,7,1,1
CVE-2024-11076,SUCCESS,5.61,10,1,7,1,1
CVE-2024-11077,SUCCESS,4.81,10,1,7,1,1
CVE-2024-11079,SUCCESS,5.10,10,0,8,1,1
CVE-2024-11083,SUCCESS,5.05,10,0,8,1,1
CVE-2024-11087,SUCCESS,5.08,10,0,8,1,1
CVE-2024-11088,SUCCESS,1.22,7,0,7,0,0
CVE-2024-11089,SUCCESS,5.24,10,0,8,1,1
CVE-2024-11090,SUCCESS,5.31,10,0,8,1,1
CVE-2024-11096,SUCCESS,5.08,10,1,7,1,1
CVE-2024-11099,SUCCESS,4.92,10,1,7,1,1
CVE-2024-11100,SUCCESS,5.04,10,1,7,1,1
CVE-2024-11101,SUCCESS,5.93,10,1,7,1,1
CVE-2024-11106,SUCCESS,1.22,9,0,9,0,0
CVE-2024-11112,SUCCESS,4.68,10,0,8,1,1
CVE-2024-11113,SUCCESS,4.71,10,0,8,1,1
CVE-2024-11121,SUCCESS,4.84,10,1,7,1,1
CVE-2024-11122,SUCCESS,6.03,10,0,8,1,1
CVE-2024-11124,SUCCESS,5.01,10,1,7,1,1
CVE-2024-11127,SUCCESS,4.90,10,1,7,1,1
CVE-2024-11128,SUCCESS,6.12,10,0,8,1,1
CVE-2024-11135,SUCCESS,6.47,10,1,7,1,1
CVE-2024-11137,SUCCESS,4.86,10,2,6,1,1
CVE-2024-11138,SUCCESS,4.78,10,0,8,1,1
CVE-2024-11139,SUCCESS,5.07,10,0,8,1,1
CVE-2024-11140,SUCCESS,5.68,10,0,8,1,1
CVE-2024-11141,SUCCESS,6.41,10,0,8,1,1
CVE-2024-11153,SUCCESS,5.35,10,0,8,1,1
CVE-2024-11158,SUCCESS,4.94,10,0,8,1,1
CVE-2024-11165,SUCCESS,5.65,10,1,7,1,1
CVE-2024-11167,SUCCESS,4.48,10,0,8,1,1
CVE-2024-11171,SUCCESS,1.80,10,0,10,0,0
CVE-2024-11172,SUCCESS,5.33,10,0,8,1,1
CVE-2024-11179,SUCCESS,6.22,10,1,7,1,1
CVE-2024-11186,SUCCESS,5.42,10,0,8,1,1
CVE-2024-11189,SUCCESS,6.11,10,0,8,1,1
CVE-2024-11190,SUCCESS,1.20,7,0,7,0,0
CVE-2024-11193,SUCCESS,5.29,10,1,7,1,1
CVE-2024-11197,SUCCESS,5.28,10,0,8,1,1
CVE-2024-11206,SUCCESS,5.19,10,0,8,1,1
CVE-2024-11209,SUCCESS,5.46,10,0,8,1,1
CVE-2024-11211,SUCCESS,5.08,10,0,8,1,1
CVE-2024-11212,SUCCESS,6.48,10,1,7,1,1
CVE-2024-11213,SUCCESS,5.94,10,1,7,1,1
CVE-2024-11214,SUCCESS,6.11,10,0,8,1,1
CVE-2024-11215,SUCCESS,4.92,10,1,7,1,1
CVE-2024-11218,SUCCESS,5.36,10,1,7,1,1
CVE-2024-11221,SUCCESS,5.84,10,0,8,1,1
CVE-2024-11233,SUCCESS,6.38,10,0,8,1,1
CVE-2024-11234,SUCCESS,5.96,10,1,7,1,1
CVE-2024-11237,SUCCESS,4.63,10,2,6,1,1
CVE-2024-11241,SUCCESS,5.17,10,1,7,1,1
CVE-2024-11242,SUCCESS,6.16,10,1,7,1,1
CVE-2024-11244,SUCCESS,4.79,10,1,7,1,1
CVE-2024-11245,SUCCESS,4.56,10,1,7,1,1
CVE-2024-11248,SUCCESS,4.94,10,2,6,1,1
CVE-2024-11250,SUCCESS,4.95,10,1,7,1,1
CVE-2024-11251,SUCCESS,5.03,10,1,7,1,1
CVE-2024-11256,SUCCESS,4.73,10,1,7,1,1
CVE-2024-11257,SUCCESS,4.79,10,1,7,1,1
CVE-2024-11258,SUCCESS,4.40,10,1,7,1,1
CVE-2024-11260,SUCCESS,5.32,10,1,7,1,1
CVE-2024-11261,SUCCESS,5.71,10,1,7,1,1
CVE-2024-11262,SUCCESS,5.34,10,2,6,1,1
CVE-2024-11265,SUCCESS,4.66,10,0,8,1,1
CVE-2024-11266,SUCCESS,1.17,8,0,8,0,0
CVE-2024-11267,SUCCESS,5.34,10,1,7,1,1
CVE-2024-11268,SUCCESS,1.23,11,0,11,0,0
CVE-2024-11269,SUCCESS,4.89,10,1,7,1,1
CVE-2024-11275,SUCCESS,5.17,10,0,8,1,1
CVE-2024-11280,SUCCESS,5.27,10,0,8,1,1
CVE-2024-11282,SUCCESS,5.06,10,0,8,1,1
CVE-2024-11283,SUCCESS,4.86,10,0,8,1,1
CVE-2024-11290,SUCCESS,5.11,10,0,8,1,1
CVE-2024-11291,SUCCESS,5.14,10,0,8,1,1
CVE-2024-11292,SUCCESS,5.00,10,0,8,1,1
CVE-2024-11293,SUCCESS,4.80,10,0,8,1,1
CVE-2024-11294,SUCCESS,1.21,8,0,8,0,0
CVE-2024-11295,SUCCESS,4.89,10,0,8,1,1
CVE-2024-11297,SUCCESS,4.95,10,0,8,1,1
CVE-2024-11299,SUCCESS,5.22,10,0,8,1,1
CVE-2024-11300,SUCCESS,4.78,10,0,8,1,1
CVE-2024-11305,SUCCESS,6.08,10,1,7,1,1
CVE-2024-11306,SUCCESS,4.72,10,0,8,1,1
CVE-2024-11320,SUCCESS,4.96,10,2,6,1,1
CVE-2024-11322,SUCCESS,5.82,10,0,8,1,1
CVE-2024-11351,SUCCESS,1.37,9,0,9,0,0
CVE-2024-11356,SUCCESS,5.76,10,0,8,1,1
CVE-2024-11357,SUCCESS,6.10,10,0,8,1,1
CVE-2024-11358,SUCCESS,5.57,10,0,8,1,1
CVE-2024-11364,SUCCESS,5.16,10,0,8,1,1
CVE-2024-11372,SUCCESS,5.79,10,1,7,1,1
CVE-2024-11373,SUCCESS,5.23,10,0,8,1,1
CVE-2024-11390,SUCCESS,5.56,10,1,7,1,1
CVE-2024-11395,SUCCESS,4.78,10,1,7,1,1
CVE-2024-11403,SUCCESS,5.23,10,1,7,1,1
CVE-2024-11404,SUCCESS,1.22,12,0,12,0,0
CVE-2024-11425,SUCCESS,4.12,10,0,8,1,1
CVE-2024-11430,SUCCESS,6.50,10,1,7,1,1
CVE-2024-11437,SUCCESS,1.59,8,0,8,0,0
CVE-2024-11460,SUCCESS,7.58,10,1,7,1,1
CVE-2024-11467,SUCCESS,5.83,10,0,8,1,1
CVE-2024-11483,SUCCESS,4.66,10,0,8,1,1
CVE-2024-11484,SUCCESS,5.52,10,0,8,1,1
CVE-2024-11485,SUCCESS,4.90,10,0,8,1,1
CVE-2024-11486,SUCCESS,5.05,10,0,8,1,1
CVE-2024-11487,SUCCESS,5.01,10,1,7,1,1
CVE-2024-11494,SUCCESS,5.14,10,0,8,1,1
CVE-2024-11495,SUCCESS,5.74,10,3,5,1,1
CVE-2024-11498,SUCCESS,4.82,10,2,6,1,1
CVE-2024-11502,SUCCESS,5.88,10,0,8,1,1
CVE-2024-11519,SUCCESS,6.09,10,1,7,1,1
CVE-2024-11522,SUCCESS,5.67,10,1,7,1,1
CVE-2024-11523,SUCCESS,5.91,10,1,7,1,1
CVE-2024-11524,SUCCESS,5.90,10,1,7,1,1
CVE-2024-11526,SUCCESS,6.67,10,0,8,1,1
CVE-2024-11527,SUCCESS,5.61,10,1,7,1,1
CVE-2024-11528,SUCCESS,6.52,10,1,7,1,1
CVE-2024-11529,SUCCESS,5.37,10,0,8,1,1
CVE-2024-1153,SUCCESS,4.78,10,0,8,1,1
CVE-2024-11530,SUCCESS,5.96,10,1,7,1,1
CVE-2024-11531,SUCCESS,5.47,10,0,8,1,1
CVE-2024-11534,SUCCESS,6.61,10,0,8,1,1
CVE-2024-11535,SUCCESS,6.37,10,0,8,1,1
CVE-2024-11536,SUCCESS,5.62,10,0,8,1,1
CVE-2024-11537,SUCCESS,5.46,10,0,8,1,1
CVE-2024-11538,SUCCESS,5.38,10,1,7,1,1
CVE-2024-11539,SUCCESS,5.32,10,1,7,1,1
CVE-2024-11540,SUCCESS,5.45,10,0,8,1,1
CVE-2024-11541,SUCCESS,8.90,10,1,7,1,1
CVE-2024-11542,SUCCESS,6.26,10,1,7,1,1
CVE-2024-11543,SUCCESS,6.06,10,1,7,1,1
CVE-2024-11544,SUCCESS,5.47,10,1,7,1,1
CVE-2024-11547,SUCCESS,5.60,10,1,7,1,1
CVE-2024-11551,SUCCESS,5.69,10,1,7,1,1
CVE-2024-11552,SUCCESS,5.69,10,1,7,1,1
CVE-2024-11553,SUCCESS,6.67,10,1,7,1,1
CVE-2024-11556,SUCCESS,5.77,10,1,7,1,1
CVE-2024-11557,SUCCESS,5.48,10,1,7,1,1
CVE-2024-11558,SUCCESS,5.54,10,1,7,1,1
CVE-2024-11560,SUCCESS,5.42,10,1,7,1,1
CVE-2024-11561,SUCCESS,6.06,10,0,8,1,1
CVE-2024-11562,SUCCESS,5.43,10,0,8,1,1
CVE-2024-11563,SUCCESS,5.81,10,0,8,1,1
CVE-2024-11564,SUCCESS,6.12,10,1,7,1,1
CVE-2024-11565,SUCCESS,6.99,10,0,8,1,1
CVE-2024-11566,SUCCESS,6.31,10,0,8,1,1
CVE-2024-11567,SUCCESS,6.56,10,0,8,1,1
CVE-2024-11568,SUCCESS,6.58,10,0,8,1,1
CVE-2024-11569,SUCCESS,6.68,10,0,8,1,1
CVE-2024-11571,SUCCESS,6.39,10,0,8,1,1
CVE-2024-11572,SUCCESS,6.67,10,1,7,1,1
CVE-2024-11573,SUCCESS,6.92,10,1,7,1,1
CVE-2024-11574,SUCCESS,6.35,10,1,7,1,1
CVE-2024-11575,SUCCESS,6.96,10,1,7,1,1
CVE-2024-11585,SUCCESS,6.73,10,1,7,1,1
CVE-2024-11589,SUCCESS,5.46,10,1,7,1,1
CVE-2024-11590,SUCCESS,5.20,10,1,7,1,1
CVE-2024-11591,SUCCESS,5.09,10,1,7,1,1
CVE-2024-11592,SUCCESS,5.24,10,1,7,1,1
CVE-2024-11605,SUCCESS,6.00,10,0,8,1,1
CVE-2024-11606,SUCCESS,6.45,10,1,7,1,1
CVE-2024-11610,SUCCESS,12.04,10,1,7,1,1
CVE-2024-11611,SUCCESS,2.09,6,0,6,0,0
CVE-2024-11616,SUCCESS,8.90,10,1,7,1,1
CVE-2024-11619,SUCCESS,6.12,10,0,8,1,1
CVE-2024-11621,SUCCESS,6.12,10,0,8,1,1
CVE-2024-11628,SUCCESS,5.31,10,0,8,1,1
CVE-2024-11631,SUCCESS,4.87,10,1,7,1,1
CVE-2024-11632,SUCCESS,5.19,10,1,7,1,1
CVE-2024-11634,SUCCESS,5.34,10,2,6,1,1
CVE-2024-11636,SUCCESS,5.55,10,0,8,1,1
CVE-2024-11638,SUCCESS,6.35,10,0,8,1,1
CVE-2024-11642,SUCCESS,5.83,10,1,7,1,1
CVE-2024-11645,SUCCESS,6.10,10,0,8,1,1
CVE-2024-11646,SUCCESS,5.25,10,1,7,1,1
CVE-2024-11647,SUCCESS,5.10,10,1,7,1,1
CVE-2024-11648,SUCCESS,5.21,10,1,7,1,1
CVE-2024-11649,SUCCESS,4.97,10,1,7,1,1
CVE-2024-11651,SUCCESS,4.66,10,2,6,1,1
CVE-2024-11652,SUCCESS,4.73,10,2,6,1,1
CVE-2024-11653,SUCCESS,4.77,10,2,6,1,1
CVE-2024-11654,SUCCESS,4.74,10,2,6,1,1
CVE-2024-11655,SUCCESS,4.43,10,2,6,1,1
CVE-2024-11656,SUCCESS,4.52,10,2,6,1,1
CVE-2024-11657,SUCCESS,4.68,10,2,6,1,1
CVE-2024-11658,SUCCESS,4.44,10,2,6,1,1
CVE-2024-11659,SUCCESS,4.81,10,2,6,1,1
CVE-2024-11661,SUCCESS,4.72,10,0,8,1,1
CVE-2024-11662,SUCCESS,4.95,10,0,8,1,1
CVE-2024-11663,SUCCESS,5.20,10,1,7,1,1
CVE-2024-11665,SUCCESS,4.51,10,2,6,1,1
CVE-2024-11671,SUCCESS,5.15,10,0,8,1,1
CVE-2024-11674,SUCCESS,4.94,10,0,8,1,1
CVE-2024-11680,SUCCESS,4.89,10,0,8,1,1
CVE-2024-11699,SUCCESS,5.05,10,2,6,1,1
CVE-2024-11710,SUCCESS,6.10,10,1,7,1,1
CVE-2024-11711,SUCCESS,6.13,10,1,7,1,1
CVE-2024-11713,SUCCESS,6.57,10,1,7,1,1
CVE-2024-11714,SUCCESS,5.49,10,1,7,1,1
CVE-2024-11718,SUCCESS,5.29,10,0,8,1,1
